,CAS,灭火注意事项及措施
2459,71-41-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2460,71-41-0,喷水冷却容器，可能的话将容器从火场移至空旷处
2461,71-41-0,容器突然发出异常声音或出现异常现象，应立即撤离
2462,71-43-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2463,71-43-2,喷水冷却容器，可能的话将容器从火场移至空旷处
2464,71-43-2,容器突然发出异常声音或出现异常现象，应立即撤离
2465,71-43-2,用水灭火无效
2466,71-55-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2467,71-55-6,尽可能将容器从火场移至空旷处
2468,71-55-6,喷水保持火场容器冷却，直至灭火结束
2469,71-55-6,容器突然发出异常声音或出现异常现象，应立即撤离
2470,74-82-8,切断气源
2471,74-82-8,若不能切断气源，则不允许熄灭泄漏处的火焰
2472,74-82-8,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2473,74-82-8,尽可能将容器从火场移至空旷处
2474,74-82-8,喷水保持火场容器冷却，直至灭火结束
2475,74-83-9,切断气源
2476,74-83-9,若不能切断气源，则不允许熄灭泄漏处的火焰
2477,74-83-9,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2478,74-83-9,尽可能将容器从火场移至空旷处
2479,74-83-9,喷水保持火场容器冷却，直至灭火结束
2480,74-84-0,切断气源
2481,74-84-0,若不能切断气源，则不允许熄灭泄漏处的火焰
2482,74-84-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2483,74-84-0,尽可能将容器从火场移至空旷处
2484,74-84-0,喷水保持火场容器冷却，直至灭火结束
2485,74-85-1,切断气源
2486,74-85-1,若不能切断气源，则不允许熄灭泄漏处的火焰
2487,74-85-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2488,74-85-1,尽可能将容器从火场移至空旷处
2489,74-85-1,喷水保持火场容器冷却，直至灭火结束
2490,74-86-2,切断气源
2491,74-86-2,若不能切断气源，则不允许熄灭泄漏处的火焰
2492,74-86-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2493,74-86-2,尽可能将容器从火场移至空旷处
2494,74-86-2,喷水保持火场容器冷却，直至灭火结束
2495,74-87-3,切断气源
2496,74-87-3,若不能切断气源，则不允许熄灭泄漏处的火焰
2497,74-87-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2498,74-87-3,尽可能将容器从火场移至空旷处
2499,74-87-3,喷水保持火场容器冷却，直至灭火结束
2500,74-88-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2501,74-88-4,尽可能将容器从火场移至空旷处
2502,74-88-4,喷水保持火场容器冷却，直至灭火结束
2503,74-88-4,容器突然发出异常声音或出现异常现象，应立即撤离
2504,74-89-5,切断气源
2505,74-89-5,若不能切断气源，则不允许熄灭泄漏处的火焰
2506,74-89-5,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2507,74-89-5,尽可能将容器从火场移至空旷处
2508,74-89-5,喷水保持火场容器冷却，直至灭火结束
2509,74-90-8,切断气源
2510,74-90-8,若不能切断气源，则不允许熄灭泄漏处的火焰
2511,74-90-8,消防人员必须穿戴全身专用防护服，佩戴空气呼吸器，在安全距离以外或有防护措施处操作
2512,74-90-8,用水灭火无效，但须用水保持火场容器冷却
2513,74-93-1,切断气源
2514,74-93-1,若不能切断气源，则不允许熄灭泄漏处的火焰
2515,74-93-1,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2516,74-93-1,尽可能将容器从火场移至空旷处
2517,74-93-1,喷水保持火场容器冷却，直至灭火结束
2518,74-95-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2519,74-95-3,尽可能将容器从火场移至空旷处
2520,74-95-3,喷水保持火场容器冷却，直至灭火结束
2521,74-95-3,容器突然发出异常声音或出现异常现象，应立即撤离
2522,74-96-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2523,74-96-4,尽可能将容器从火场移至空旷处
2524,74-96-4,喷水保持火场容器冷却，直至灭火结束
2525,74-96-4,容器突然发出异常声音或出现异常现象，应立即撤离
2526,74-96-4,用水灭火无效
2527,74-97-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2528,74-97-5,尽可能将容器从火场移至空旷处
2529,74-97-5,喷水保持火场容器冷却，直至灭火结束
2530,74-97-5,容器突然发出异常声音或出现异常现象，应立即撤离
2531,74-98-6,切断气源
2532,74-98-6,若不能切断气源，则不允许熄灭泄漏处的火焰
2533,74-98-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2534,74-98-6,尽可能将容器从火场移至空旷处
2535,74-98-6,喷水保持火场容器冷却，直至灭火结束
2536,7429-90-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2537,7429-90-5,尽可能将容器从火场移至空旷处
2538,7429-90-5,喷水保持火场容器冷却，直至灭火结束
2539,7439-93-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2540,7439-93-2,尽可能将容器从火场移至空旷处
2541,7439-93-2,喷水保持火场容器冷却，直至灭火结束
2542,7439-93-2,禁止使用水、泡沫或卤化物灭火剂
2543,7439-93-2,用二氧化碳与干粉灭火无效
2544,7439-95-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2545,7439-95-4,尽可能将容器从火场移至空旷处
2546,7439-95-4,喷水保持火场容器冷却，直至灭火结束
2547,7439-95-4,严禁用水、泡沫、二氧化碳扑救
2548,7439-95-4,施救时对眼睛和皮肤须加保护，以免飞来炽粒烧伤身体、镁光灼伤视力
2549,7439-96-5,与铝粉(41503)同
2550,7439-96-5,{只能用干沙土、人力投掷的干粉灭火
2551,7439-96-5,禁止使用水、二氧化碳、压力喷射的干粉灭火
2552,7439-96-5,}
2553,7439-97-6,本品不燃烧，但如果包装引起燃烧，可用水、沙土、干粉、二氧化碳灭火
2554,7439-97-6,灭火人员必须穿全身防护服和戴氧气防毒面具
2555,7440-01-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2556,7440-01-9,喷水冷却容器，可能的话将容器从火场移至空旷处
2557,7440-09-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2558,7440-09-7,尽可能将容器从火场移至空旷处
2559,7440-09-7,喷水保持火场容器冷却，直至灭火结束
2560,7440-09-7,不可用水、卤代烃(如1211灭火剂)、碳酸氢钠、碳酸氢钾作为灭火剂
2561,7440-09-7,即使石墨干粉对钾亦不适用
2562,7440-17-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2563,7440-17-7,尽可能将容器从火场移至空旷处
2564,7440-17-7,喷水保持火场容器冷却，直至灭火结束
2565,7440-17-7,不可用水、卤代烃(如1211灭火剂)，碳酸氢钠、碳酸氢钾作为灭火剂
2566,7440-17-7,即使石墨干粉及干砂亦不适用
2567,7440-21-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2568,7440-21-3,尽可能将容器从火场移至空旷处
2569,7440-21-3,喷水保持火场容器冷却，直至灭火结束
2570,7440-21-3,禁用水和二氧化碳灭火
2571,7440-23-5,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2572,7440-23-5,尽可能将容器从火场移至空旷处
2573,7440-23-5,喷水保持火场容器冷却，直至灭火结束
2574,7440-24-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2575,7440-24-6,尽可能将容器从火场移至空旷处
2576,7440-24-6,喷水保持火场容器冷却，直至灭火结束
2577,7440-24-6,不可用水、泡沫、二氧化碳、卤代烃(如1211灭火剂)等灭火
2578,7440-28-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2579,7440-28-0,尽可能将容器从火场移至空旷处
2580,7440-28-0,喷水保持火场容器冷却，直至灭火结束
2581,7440-32-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2582,7440-32-6,尽可能将容器从火场移至空旷处
2583,7440-32-6,喷水保持火场容器冷却，直至灭火结束
2584,7440-32-6,严禁用水、泡沫、二氧化碳扑救
2585,7440-32-6,高热或剧烈燃烧时，用水扑救可能会引起爆炸
2586,7440-36-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2587,7440-36-0,尽可能将容器从火场移至空旷处
2588,7440-36-0,喷水保持火场容器冷却，直至灭火结束
2589,7440-36-0,禁止用二氧化碳和酸碱灭火剂灭火
2590,7440-37-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2591,7440-37-1,切断气源
2592,7440-37-1,喷水冷却容器，可能的话将容器从火场移至空旷处
2593,7440-38-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2594,7440-38-2,尽可能将容器从火场移至空旷处
2595,7440-38-2,喷水保持火场容器冷却，直至灭火结束
2596,7440-39-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2597,7440-39-3,尽可能将容器从火场移至空旷处
2598,7440-39-3,不可用水、泡沫、二氧化碳、卤代烃(如1211灭火剂)等灭火
2599,7440-41-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2600,7440-41-7,尽可能将容器从火场移至空旷处
2601,7440-41-7,喷水保持火场容器冷却，直至灭火结束
2602,7440-46-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2603,7440-46-2,尽可能将容器从火场移至空旷处
2604,7440-46-2,喷水保持火场容器冷却，直至灭火结束
2605,7440-46-2,不可用水、卤代烃(如1211灭火剂)，碳酸氢钠、碳酸氢钾作为灭火剂
2606,7440-46-2,即使石墨干粉及干砂亦不适用
2607,7440-59-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2608,7440-59-7,喷水冷却容器，可能的话将容器从火场移至空旷处
2609,7440-63-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2610,7440-63-3,喷水冷却容器，可能的话将容器从火场移至空旷处
2611,7440-66-6,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2612,7440-66-6,尽可能将容器从火场移至空旷处
2613,7440-66-6,喷水保持火场容器冷却，直至灭火结束
2614,7440-66-6,禁止用水和泡沫灭火
2615,7440-67-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2616,7440-67-7,尽可能将容器从火场移至空旷处
2617,7440-67-7,喷水保持火场容器冷却，直至灭火结束
2618,7440-67-7,严禁用水、泡沫、二氧化碳扑救
2619,7440-70-2,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2620,7440-70-2,尽可能将容器从火场移至空旷处
2621,7440-70-2,严禁用水、卤代烃灭火剂施救，也不宜用二氧化碳灭火
2622,7440-70-2,在灭火时，如灭火剂选用不当，也可发生猛烈反应，引起爆炸，必须特别注意消防施救安全
2623,7446-09-5,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2624,7446-09-5,切断气源
2625,7446-09-5,喷水冷却容器，可能的话将容器从火场移至空旷处
2626,7446-70-0,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2627,7446-70-0,尽可能将容器从火场移至空旷处
2628,7446-70-0,喷水保持火场容器冷却，直至灭火结束
2629,7446-70-0,禁止用水和泡沫灭火
2630,7487-94-7,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2631,7487-94-7,尽可能将容器从火场移至空旷处
2632,7487-94-7,喷水保持火场容器冷却，直至灭火结束
2633,75-00-3,切断气源
2634,75-00-3,若不能切断气源，则不允许熄灭泄漏处的火焰
2635,75-00-3,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2636,75-00-3,尽可能将容器从火场移至空旷处
2637,75-00-3,喷水保持火场容器冷却，直至灭火结束
2638,75-01-4,切断气源
2639,75-01-4,若不能切断气源，则不允许熄灭泄漏处的火焰
2640,75-01-4,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2641,75-01-4,尽可能将容器从火场移至空旷处
2642,75-01-4,喷水保持火场容器冷却，直至灭火结束
2643,75-02-5,切断气源
2644,75-02-5,若不能切断气源，则不允许熄灭泄漏处的火焰
2645,75-02-5,消防人员必须佩戴空气呼吸器、穿全身防火防毒服，在上风向灭火
2646,75-02-5,尽可能将容器从火场移至空旷处
2647,75-02-5,喷水保持火场容器冷却，直至灭火结束
2648,75-03-6,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
2649,75-03-6,尽可能将容器从火场移至空旷处
2650,75-03-6,喷水保持火场容器冷却，直至灭火结束
