,CAS,操作注意事项
11563,563-54-2,建议操作人员佩戴自吸过滤式防毒面具(全面罩)，穿胶布防毒衣，戴橡胶耐油手套
11564,563-54-2,远离火种、热源
11565,563-54-2,工作场所严禁吸烟
11566,563-54-2,使用防爆型的通风系统和设备
11567,563-54-2,防止蒸气泄漏到工作场所空气中
11568,563-54-2,避免与氧化剂、酸类接触
11569,563-54-2,充装要控制流速，防止静电积聚
11570,563-54-2,搬运时要轻装轻卸，防止包装及容器损坏
11571,563-54-2,配备相应品种和数量的消防器材及泄漏应急处理设备
11572,563-54-2,倒空的容器可能残留有害物
11573,563-68-8,密闭操作，提供充分的局部排风
11574,563-68-8,防止粉尘释放到车间空气中
11575,563-68-8,操作人员必须经过专门培训，严格遵守操作规程
11576,563-68-8,建议操作人员佩戴防尘面具（全面罩），穿胶布防毒衣，戴橡胶手套
11577,563-68-8,远离火种、热源，工作场所严禁吸烟
11578,563-68-8,使用防爆型的通风系统和设备
11579,563-68-8,避免产生粉尘
11580,563-68-8,避免与氧化剂、酸类接触
11581,563-68-8,配备相应品种和数量的消防器材及泄漏应急处理设备
11582,563-68-8,倒空的容器可能残留有害物
11583,563-76-8,密闭操作，局部排风
11584,563-76-8,操作人员必须经过专门培训，严格遵守操作规程
11585,563-76-8,建议操作人员佩戴自吸过滤式防毒面具（全面罩），穿橡胶耐酸碱服，戴橡胶耐酸碱手套
11586,563-76-8,远离火种、热源，工作场所严禁吸烟
11587,563-76-8,使用防爆型的通风系统和设备
11588,563-76-8,防止蒸气泄漏到工作场所空气中
11589,563-76-8,避免与氧化剂、碱类、醇类接触
11590,563-76-8,尤其要注意避免与水接触
11591,563-76-8,搬运时要轻装轻卸，防止包装及容器损坏
11592,563-76-8,配备相应品种和数量的消防器材及泄漏应急处理设备
11593,563-76-8,倒空的容器可能残留有害物
11594,563-78-0,密闭操作，局部排风
11595,563-78-0,防止烟雾或蒸气释放到工作场所空气中
11596,563-78-0,操作人员必须经过专门培训，严格遵守操作规程
11597,563-78-0,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防静电工作服，戴橡胶手套
11598,563-78-0,远离火种、热源，工作场所严禁吸烟
11599,563-78-0,使用防爆型的通风系统和设备
11600,563-78-0,在清除液体和蒸气前不能进行焊接、切割等作业
11601,563-78-0,避免产生烟雾或蒸气
11602,563-78-0,避免与氧化剂接触
11603,563-78-0,容器与传送设备要接地，防止产生静电
11604,563-78-0,灌装时应控制流速，且有接地装置，防止静电积聚
11605,563-78-0,配备相应品种和数量的消防器材及泄漏应急处理设备
11606,563-78-0,倒空的容器可能残留有害物
11607,563-79-1,密闭操作，局部排风
11608,563-79-1,防止蒸气泄漏到工作场所空气中
11609,563-79-1,操作人员必须经过专门培训，严格遵守操作规程
11610,563-79-1,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防静电工作服，戴橡胶手套
11611,563-79-1,远离火种、热源，工作场所严禁吸烟
11612,563-79-1,使用防爆型的通风系统和设备
11613,563-79-1,在清除液体和蒸气前不能进行焊接、切割等作业
11614,563-79-1,避免产生烟雾
11615,563-79-1,避免与氧化剂接触
11616,563-79-1,容器与传送设备要接地，防止产生静电
11617,563-79-1,灌装时应控制流速，且有接地装置，防止静电积聚
11618,563-79-1,配备相应品种和数量的消防器材及泄漏应急处理设备
11619,563-79-1,倒空的容器可能残留有害物
11620,563-80-4,密闭操作，全面通风
11621,563-80-4,操作人员必须经过专门培训，严格遵守操作规程
11622,563-80-4,建议操作人员佩戴过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
11623,563-80-4,远离火种、热源
11624,563-80-4,工作场所严禁吸烟
11625,563-80-4,使用防爆型的通风系统和设备
11626,563-80-4,防止蒸气泄漏到工作场所空气中
11627,563-80-4,避免与氧化剂、还原剂、碱类接触
11628,563-80-4,灌装时应控制流速，且有接地装置，防止静电积聚
11629,563-80-4,搬运时要轻装轻卸，防止包装及容器损坏
11630,563-80-4,配备相应品种和数量的消防器材及泄漏应急处理设备
11631,563-80-4,倒空的容器可能残留有害物
11632,564-02-3,密闭操作，全面通风
11633,564-02-3,操作人员必须经过专门培训，严格遵守操作规程
11634,564-02-3,建议操作人员佩戴过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
11635,564-02-3,远离火种、热源
11636,564-02-3,工作场所严禁吸烟
11637,564-02-3,使用防爆型的通风系统和设备
11638,564-02-3,防止蒸气泄漏到工作场所空气中
11639,564-02-3,避免与氧化剂接触
11640,564-02-3,灌装时应控制流速，且有接地装置，防止静电积聚
11641,564-02-3,搬运时要轻装轻卸，防止包装及容器损坏
11642,564-02-3,配备相应品种和数量的消防器材及泄漏应急处理设备
11643,564-02-3,倒空的容器可能残留有害物
11644,565-59-3,密闭操作，全面通风
11645,565-59-3,操作人员必须经过专门培训，严格遵守操作规程
11646,565-59-3,建议操作人员佩戴自吸过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
11647,565-59-3,远离火种、热源
11648,565-59-3,工作场所严禁吸烟
11649,565-59-3,使用防爆型的通风系统和设备
11650,565-59-3,防止蒸气泄漏到工作场所空气中
11651,565-59-3,避免与氧化剂、酸类、卤素接触
11652,565-59-3,充装要控制流速，防止静电积聚
11653,565-59-3,搬运时要轻装轻卸，防止包装及容器损坏
11654,565-59-3,配备相应品种和数量的消防器材及泄漏应急处理设备
11655,565-59-3,倒空的容器可能残留有害物
11656,565-61-7,密闭操作，注意通风
11657,565-61-7,操作人员必须经过专门培训，严格遵守操作规程
11658,565-61-7,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
11659,565-61-7,远离火种、热源，工作场所严禁吸烟
11660,565-61-7,使用防爆型的通风系统和设备
11661,565-61-7,防止蒸气泄漏到工作场所空气中
11662,565-61-7,避免与氧化剂、还原剂、碱类接触
11663,565-61-7,灌装时应控制流速，且有接地装置，防止静电积聚
11664,565-61-7,搬运时要轻装轻卸，防止包装及容器损坏
11665,565-61-7,配备相应品种和数量的消防器材及泄漏应急处理设备
11666,565-61-7,倒空的容器可能残留有害物
11667,565-67-3,密闭操作，局部排风
11668,565-67-3,防止蒸气泄漏到工作场所空气中
11669,565-67-3,操作人员必须经过专门培训，严格遵守操作规程
11670,565-67-3,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防静电工作服，戴橡胶手套
11671,565-67-3,远离火种、热源，工作场所严禁吸烟
11672,565-67-3,使用防爆型的通风系统和设备
11673,565-67-3,在清除液体和蒸气前不能进行焊接、切割等作业
11674,565-67-3,避免产生烟雾
11675,565-67-3,避免与氧化剂、酸类、酸酐、酰基氯接触
11676,565-67-3,容器与传送设备要接地，防止产生静电
11677,565-67-3,灌装时应控制流速，且有接地装置，防止静电积聚
11678,565-67-3,配备相应品种和数量的消防器材及泄漏应急处理设备
11679,565-67-3,倒空的容器可能残留有害物
11680,565-69-5,密闭操作，注意通风
11681,565-69-5,操作人员必须经过专门培训，严格遵守操作规程
11682,565-69-5,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
11683,565-69-5,远离火种、热源，工作场所严禁吸烟
11684,565-69-5,使用防爆型的通风系统和设备
11685,565-69-5,防止蒸气泄漏到工作场所空气中
11686,565-69-5,避免与氧化剂接触
11687,565-69-5,充装要控制流速，防止静电积聚
11688,565-69-5,搬运时要轻装轻卸，防止包装及容器损坏
11689,565-69-5,配备相应品种和数量的消防器材及泄漏应急处理设备
11690,565-69-5,倒空的容器可能残留有害物
11691,565-75-3,密闭操作，全面通风
11692,565-75-3,操作人员必须经过专门培训，严格遵守操作规程
11693,565-75-3,建议操作人员佩戴过滤式防毒面具(半面罩)，戴化学安全防护眼镜，穿防静电工作服，戴橡胶耐油手套
11694,565-75-3,远离火种、热源
11695,565-75-3,工作场所严禁吸烟
11696,565-75-3,使用防爆型的通风系统和设备
11697,565-75-3,防止蒸气泄漏到工作场所空气中
11698,565-75-3,避免与氧化剂接触
11699,565-75-3,灌装时应控制流速，且有接地装置，防止静电积聚
11700,565-75-3,搬运时要轻装轻卸，防止包装及容器损坏
11701,565-75-3,配备相应品种和数量的消防器材及泄漏应急处理设备
11702,565-75-3,倒空的容器可能残留有害物
11703,565-80-0,密闭操作，局部排风
11704,565-80-0,防止蒸气泄漏到工作场所空气中
11705,565-80-0,操作人员必须经过专门培训，严格遵守操作规程
11706,565-80-0,建议操作人员佩戴自吸过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防静电工作服，戴橡胶手套
11707,565-80-0,远离火种、热源，工作场所严禁吸烟
11708,565-80-0,使用防爆型的通风系统和设备
11709,565-80-0,在清除液体和蒸气前不能进行焊接、切割等作业
11710,565-80-0,避免产生烟雾
11711,565-80-0,避免与氧化剂接触
11712,565-80-0,容器与传送设备要接地，防止产生静电
11713,565-80-0,灌装时应控制流速，且有接地装置，防止静电积聚
11714,565-80-0,配备相应品种和数量的消防器材及泄漏应急处理设备
11715,565-80-0,倒空的容器可能残留有害物
11716,57-06-7,密闭操作，提供充分的局部排风
11717,57-06-7,操作尽可能机械化、自动化
11718,57-06-7,操作人员必须经过专门培训，严格遵守操作规程
11719,57-06-7,建议操作人员佩戴自吸过滤式防毒面具(全面罩)，穿聚乙烯防毒服，戴橡胶耐油手套
11720,57-06-7,远离火种、热源
11721,57-06-7,工作场所严禁吸烟
11722,57-06-7,使用防爆型的通风系统和设备
11723,57-06-7,防止蒸气泄漏到工作场所空气中
11724,57-06-7,避免与氧化剂、酸类、碱类接触
11725,57-06-7,搬运时要轻装轻卸，防止包装及容器损坏
11726,57-06-7,配备相应品种和数量的消防器材及泄漏应急处理设备
11727,57-06-7,倒空的容器可能残留有害物
11728,57-14-7,密闭操作，全面通风
11729,57-14-7,操作人员必须经过专门培训，严格遵守操作规程
11730,57-14-7,建议操作人员佩戴导管式防毒面具，穿胶布防毒衣，戴橡胶耐油手套
11731,57-14-7,远离火种、热源
11732,57-14-7,工作场所严禁吸烟
11733,57-14-7,使用防爆型的通风系统和设备
11734,57-14-7,防止蒸气泄漏到工作场所空气中
11735,57-14-7,避免与氧化剂、金属粉末接触
11736,57-14-7,充装要控制流速，防止静电积聚
11737,57-14-7,搬运时要轻装轻卸，防止包装及容器损坏
11738,57-14-7,配备相应品种和数量的消防器材及泄漏应急处理设备
11739,57-14-7,倒空的容器可能残留有害物
11740,57-24-9,密闭操作，提供充分的局部排风
11741,57-24-9,操作人员必须经过专门培训，严格遵守操作规程
11742,57-24-9,建议操作人员佩戴自吸过滤式防尘口罩，戴化学安全防护眼镜，穿防毒物渗透工作服，戴橡胶手套
11743,57-24-9,远离火种、热源，工作场所严禁吸烟
11744,57-24-9,使用防爆型的通风系统和设备
11745,57-24-9,避免产生粉尘
11746,57-24-9,避免与氧化剂、还原剂接触
11747,57-24-9,搬运时要轻装轻卸，防止包装及容器损坏
11748,57-24-9,配备相应品种和数量的消防器材及泄漏应急处理设备
11749,57-24-9,倒空的容器可能残留有害物
11750,57-39-6,密闭操作，局部排风
11751,57-39-6,防止蒸气泄漏到工作场所空气中
11752,57-39-6,操作人员必须经过专门培训，严格遵守操作规程
11753,57-39-6,建议操作人员佩戴过滤式防毒面具（半面罩），戴化学安全防护眼镜，穿防毒物渗透工作服，戴乳胶手套
11754,57-39-6,远离火种、热源，工作场所严禁吸烟
11755,57-39-6,使用防爆型的通风系统和设备
11756,57-39-6,在清除液体和蒸气前不能进行焊接、切割等作业
11757,57-39-6,避免产生烟雾
11758,57-39-6,避免与氧化剂接触
11759,57-39-6,配备相应品种和数量的消防器材及泄漏应急处理设备
11760,57-39-6,倒空的容器可能残留有害物
11761,57-52-3,严加密闭，提供充分的局部排风和全面通风
11762,57-52-3,操作人员必须经过专门培训，严格遵守操作规程
11763,57-52-3,建议操作人员佩戴防尘面具（全面罩），穿胶布防毒衣，戴橡胶手套
11764,57-52-3,远离火种、热源，工作场所严禁吸烟
11765,57-52-3,使用防爆型的通风系统和设备
11766,57-52-3,避免与氧化剂、碱类接触
11767,57-52-3,搬运时要轻装轻卸，防止包装及容器损坏
11768,57-52-3,配备相应品种和数量的消防器材及泄漏应急处理设备
11769,57-52-3,倒空的容器可能残留有害物
11770,57-74-9,密闭操作，提供充分的局部排风
11771,57-74-9,操作尽可能机械化、自动化
11772,57-74-9,操作人员必须经过专门培训，严格遵守操作规程
