,CAS,灭火方法
3137,610-14-0,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3138,610-14-0,灭火剂：干粉、二氧化碳、砂土
3139,610-14-0,禁止用水和泡沫灭火
3140,610-67-3,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
3141,611-32-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3142,611-32-5,尽可能将容器从火场移至空旷处
3143,611-32-5,喷水保持火场容器冷却，直至灭火结束
3144,611-32-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3145,611-32-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3146,611-32-5,不宜用水
3147,6117-91-5,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
3148,6117-91-5,尽可能将容器从火场移至空旷处
3149,6117-91-5,喷水保持火场容器冷却，直至灭火结束
3150,6117-91-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3151,6117-91-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3152,612-22-6,用泡沫、雾状水、干粉、二氧化碳、砂土灭火
3153,612-23-7,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3154,612-23-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3155,612-60-2,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3156,612-60-2,尽可能将容器从火场移至空旷处
3157,612-60-2,喷水保持火场容器冷却，直至灭火结束
3158,612-60-2,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3159,612-60-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3160,612-60-2,不宜用水
3161,612-82-8,"Wear a self-contained breathing apparatus in pressure-demand, MSHA/NIOSH (approved or equivalent), and full protective gear. Dusts at sufficient concentrations can form explosive mixtures with air. During a fire, irritating and highly toxic gases may be generated by thermal decomposition or combustion. To extinguish fire use water spray, dry chemical, carbon dioxide, or appropriate foam."
3162,612-83-9,尽可能将容器从火场移至空旷处
3163,612-83-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3164,6125-21-9,用雾状水、泡沫、二氧化碳、干粉灭火
3165,613-48-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3166,613-48-9,尽可能将容器从火场移至空旷处
3167,613-48-9,喷水保持火场容器冷却，直至灭火结束
3168,613-48-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3169,613-48-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3170,614-45-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3171,614-45-9,遇大火，消防人员须在有防护掩蔽处操作
3172,614-45-9,尽可能将容器从火场移至空旷处
3173,614-45-9,喷水保持火场容器冷却，直至灭火结束
3174,614-45-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3175,614-45-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3176,615-36-1,尽可能将容器从火场移至空旷处
3177,615-36-1,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3178,615-50-9,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3179,615-50-9,切勿将水流直接射至熔融物，以免引起严重的流淌火灾或引起剧烈的沸溅
3180,615-50-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3181,615-57-6,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
3182,615-57-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3183,615-74-7,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
3184,615-74-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3185,616-38-6,用泡沫、干粉、二氧化碳、砂土灭火
3186,616-44-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3187,616-44-4,尽可能将容器从火场移至空旷处
3188,616-44-4,喷水保持火场容器冷却，直至灭火结束
3189,616-44-4,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3190,616-44-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3191,616-45-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3192,616-45-5,尽可能将容器从火场移至空旷处
3193,616-45-5,喷水保持火场容器冷却，直至灭火结束
3194,616-45-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3195,616-45-5,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3196,6164-98-3,用泡沫、干粉、砂土灭火
3197,617-83-4,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
3198,617-83-4,尽可能将容器从火场移至空旷处
3199,617-83-4,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3200,617-83-4,灭火剂：干粉、二氧化碳、砂土
3201,617-83-4,禁止用水和泡沫灭火
3202,617-85-6,用干粉、干砂灭火
3203,617-89-0,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3204,617-89-0,尽可能将容器从火场移至空旷处
3205,617-89-0,喷水保持火场容器冷却，直至灭火结束
3206,617-89-0,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3207,617-89-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3208,61789-51-3,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3209,61789-51-3,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3210,618-45-1,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3211,618-45-1,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3212,618-87-1,用雾状水、泡沫、干粉、二氧化碳、砂土灭火
3213,619-23-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3214,619-23-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3215,619-31-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3216,619-31-8,灭火剂：雾状水、泡沫、干粉、砂土
3217,619-31-8,禁止用二氧化碳灭火
3218,619-65-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3219,619-65-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3220,619-65-8,禁止使用酸碱灭火剂
3221,619-80-7,用泡沫、二氧化碳、干粉、砂土灭火
3222,62-38-4,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
3223,62-38-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3224,62-53-3,用水、泡沫、二氧化碳、砂土灭火
3225,62-56-6,用水、雾状水、泡沫、二氧化碳、砂土灭火
3226,62-73-7,用泡沫、干粉、砂土灭火
3227,62-74-8,消防人员须戴好防毒面具，在安全距离以外，在上风向灭火
3228,62-74-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3229,62-75-9,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
3230,62-75-9,尽可能将容器从火场移至空旷处
3231,62-75-9,喷水保持火场容器冷却，直至灭火结束
3232,62-75-9,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3233,62-75-9,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3234,620-22-4,"Wear a self-contained breathing apparatus in pressure-demand, MSHA/NIOSH (approved or equivalent), and full protective gear. To extinguish fire, use water, dry chemical, chemical foam, or alcohol-resistant foam."
3235,621-33-0,"Wear a self-contained breathing apparatus in pressure-demand, MSHA/NIOSH (approved or equivalent), and full protective gear. During a fire, irritating and highly toxic gases may be generated by thermal decomposition or combustion. To extinguish fire, use water, dry chemical, chemical foam, or alcohol-resistant foam."
3236,622-44-6,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
3237,622-44-6,尽可能将容器从火场移至空旷处
3238,622-44-6,喷水保持火场容器冷却，直至灭火结束
3239,622-44-6,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3240,622-44-6,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3241,622-45-7,尽可能将容器从火场移至空旷处
3242,622-45-7,喷水保持火场容器冷却，直至灭火结束
3243,622-45-7,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3244,622-45-7,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3245,622-97-9,用泡沫、干粉、二氧化碳、砂土灭火
3246,623-37-0,尽可能将容器从火场移至空旷处
3247,623-37-0,喷水保持火场容器冷却，直至灭火结束
3248,623-37-0,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3249,623-37-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3250,623-37-0,不宜用水
3251,623-42-7,用泡沫、二氧化碳、干粉、砂土灭火
3252,623-43-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3253,623-43-8,尽可能将容器从火场移至空旷处
3254,623-43-8,喷水保持火场容器冷却，直至灭火结束
3255,623-43-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3256,623-43-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3257,623-46-1,"For small (incipient) fires, use media such as 'alcohol' foam, dry chemical, or carbon dioxide. For large fires, apply water from as far as possible. Use very large quantities (flooding) of water applied as a mist or spray; solid streams of water may be ineffective. Cool all affected containers with flooding quantities of water. Wear self-contained breathing apparatus and protective clothing to prevent contact with skin and eyes."
3258,623-48-3,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
3259,623-48-3,尽可能将容器从火场移至空旷处
3260,623-48-3,喷水保持火场容器冷却，直至灭火结束
3261,623-48-3,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3262,623-48-3,灭火剂：干粉、二氧化碳、砂土
3263,623-48-3,禁止用水和泡沫灭火
3264,623-70-1,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
3265,623-70-1,尽可能将容器从火场移至空旷处
3266,623-70-1,喷水保持火场容器冷却，直至灭火结束
3267,623-70-1,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3268,623-70-1,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3269,623-70-1,不宜用水
3270,623-71-2,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
3271,623-71-2,尽可能将容器从火场移至空旷处
3272,623-71-2,喷水保持火场容器冷却，直至灭火结束
3273,623-71-2,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3274,623-71-2,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3275,623-73-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3276,623-73-4,遇大火，消防人员须在有防护掩蔽处操作
3277,623-73-4,尽可能将容器从火场移至空旷处
3278,623-73-4,喷水保持火场容器冷却，直至灭火结束
3279,623-73-4,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3280,623-73-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3281,623-96-1,用泡沫、干粉、二氧化碳、砂土灭火
3282,624-24-8,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3283,624-24-8,尽可能将容器从火场移至空旷处
3284,624-24-8,喷水保持火场容器冷却，直至灭火结束
3285,624-24-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3286,624-24-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3287,624-24-8,不宜用水
3288,624-54-4,用泡沫、干粉、二氧化碳、砂土灭火
3289,624-83-9,用二氧化碳、干粉、砂土灭火
3290,624-91-9,用泡沫、二氧化碳灭火
3291,624-92-0,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
3292,624-92-0,尽可能将容器从火场移至空旷处
3293,624-92-0,喷水保持火场容器冷却，直至灭火结束
3294,624-92-0,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3295,624-92-0,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3296,625-27-4,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3297,625-27-4,尽可能将容器从火场移至空旷处
3298,625-27-4,喷水保持火场容器冷却，直至灭火结束
3299,625-27-4,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3300,625-27-4,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3301,625-28-5,用泡沫、干粉、二氧化碳、砂土灭火
3302,625-55-8,消防人员必须佩戴过滤式防毒面具(全面罩)或隔离式呼吸器、穿全身防火防毒服，在上风向灭火
3303,625-55-8,尽可能将容器从火场移至空旷处
3304,625-55-8,喷水保持火场容器冷却，直至灭火结束
3305,625-55-8,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
3306,625-55-8,灭火剂：雾状水、泡沫、干粉、二氧化碳、砂土
3307,625-55-8,不宜用水
3308,625-59-2,用泡沫、干粉、二氧化碳、砂土灭火
3309,625-86-5,消防人员须佩戴防毒面具、穿全身消防服，在上风向灭火
3310,625-86-5,尽可能将容器从火场移至空旷处
3311,625-86-5,喷水保持火场容器冷却，直至灭火结束
3312,625-86-5,处在火场中的容器若已变色或从安全泄压装置中产生声音，必须马上撤离
