,CAS,储存注意事项
8483,612-22-6,远离火种、热源
8484,612-22-6,保持容器密封
8485,612-22-6,应与氧化剂、碱类、还原剂、食用化学品分开存放，切忌混储
8486,612-22-6,配备相应品种和数量的消防器材
8487,612-22-6,储区应备有泄漏应急处理设备和合适的收容材料
8488,612-23-7,储存于阴凉、干燥、通风良好的库房
8489,612-23-7,远离火种、热源
8490,612-23-7,保持容器密封
8491,612-23-7,应与氧化剂、还原剂、碱类分开存放，切忌混储
8492,612-23-7,配备相应品种和数量的消防器材
8493,612-23-7,储区应备有合适的材料收容泄漏物
8494,612-60-2,储存于阴凉、通风的库房
8495,612-60-2,远离火种、热源
8496,612-60-2,防止阳光直射
8497,612-60-2,保持容器密封
8498,612-60-2,应与氧化剂、酸类、食用化学品分开存放，切忌混储
8499,612-60-2,配备相应品种和数量的消防器材
8500,612-60-2,储区应备有泄漏应急处理设备和合适的收容材料
8501,612-82-8,"Do not store in direct sunlight. Store in a cool, dry, well-ventilated area away from incompatible substances. Keep containers tightly closed."
8502,612-83-9,储存于阴凉、通风的库房
8503,612-83-9,远离火种、热源
8504,612-83-9,防止阳光直射
8505,612-83-9,包装密封
8506,612-83-9,应与氧化剂分开存放，切忌混储
8507,612-83-9,配备相应品种和数量的消防器材
8508,612-83-9,储区应备有合适的材料收容泄漏物
8509,6125-21-9,储存于阴凉、干燥、通风良好的不燃库房
8510,6125-21-9,远离火种、热源
8511,6125-21-9,库温不宜超过37℃
8512,6125-21-9,保持容器密封
8513,6125-21-9,应与氧化剂、还原剂、酸类、食用化学品分开存放，切忌混储
8514,6125-21-9,采用防爆型照明、通风设施
8515,6125-21-9,禁止使用易产生火花的机械设备和工具
8516,6125-21-9,储区应备有泄漏应急处理设备和合适的收容材料
8517,613-48-9,储存于阴凉、通风的库房
8518,613-48-9,远离火种、热源
8519,613-48-9,应与氧化剂、酸类、碱类、食用化学品分开存放，切忌混储
8520,613-48-9,配备相应品种和数量的消防器材
8521,613-48-9,储区应备有泄漏应急处理设备和合适的收容材料
8522,614-45-9,储存于阴凉、通风的库房
8523,614-45-9,远离火种、热源
8524,614-45-9,库温不宜超过30℃
8525,614-45-9,保持容器密封
8526,614-45-9,应与易（可）燃物、还原剂、食用化学品分开存放，切忌混储
8527,614-45-9,采用防爆型照明、通风设施
8528,614-45-9,禁止使用易产生火花的机械设备和工具
8529,614-45-9,储区应备有泄漏应急处理设备和合适的收容材料
8530,614-45-9,禁止震动、撞击和摩擦
8531,615-36-1,储存于阴凉、通风的库房
8532,615-36-1,远离火种、热源
8533,615-36-1,防止阳光直射
8534,615-36-1,包装密封
8535,615-36-1,应与氧化剂、酸类、酸酐、酰基氯、食用化学品分开存放，切忌混储
8536,615-36-1,配备相应品种和数量的消防器材
8537,615-36-1,储区应备有合适的材料收容泄漏物
8538,615-50-9,储存于阴凉、通风的库房
8539,615-50-9,远离火种、热源
8540,615-50-9,防止阳光直射
8541,615-50-9,包装密封
8542,615-50-9,应与氧化剂、碱类、食用化学品分开存放，切忌混储
8543,615-50-9,配备相应品种和数量的消防器材
8544,615-50-9,储区应备有合适的材料收容泄漏物
8545,615-57-6,储存于阴凉、通风的库房
8546,615-57-6,远离火种、热源
8547,615-57-6,防止阳光直射
8548,615-57-6,包装密封
8549,615-57-6,应与氧化剂、酸类、酸酐、酰基氯、食用化学品分开存放，切忌混储
8550,615-57-6,配备相应品种和数量的消防器材
8551,615-57-6,储区应备有合适的材料收容泄漏物
8552,615-74-7,储存于阴凉、通风的库房
8553,615-74-7,远离火种、热源
8554,615-74-7,防止阳光直射
8555,615-74-7,包装密封
8556,615-74-7,应与氧化剂、碱类、酸酐、酰基氯、食用化学品分开存放，切忌混储
8557,615-74-7,配备相应品种和数量的消防器材
8558,615-74-7,储区应备有合适的材料收容泄漏物
8559,616-38-6,储存于阴凉、干燥、通风良好的不燃库房
8560,616-38-6,远离火种、热源
8561,616-38-6,库温不宜超过37℃
8562,616-38-6,保持容器密封
8563,616-38-6,应与氧化剂、还原剂、酸类等分开存放，切忌混储
8564,616-38-6,采用防爆型照明、通风设施
8565,616-38-6,禁止使用易产生火花的机械设备和工具
8566,616-38-6,储区应备有泄漏应急处理设备和合适的收容材料
8567,616-44-4,储存于阴凉、通风的库房
8568,616-44-4,远离火种、热源
8569,616-44-4,库温不宜超过30℃
8570,616-44-4,应与氧化剂、碱类、食用化学品分开存放，切忌混储
8571,616-44-4,采用防爆型照明、通风设施
8572,616-44-4,禁止使用易产生火花的机械设备和工具
8573,616-44-4,储区应备有泄漏应急处理设备和合适的收容材料
8574,616-45-5,储存于阴凉、通风的库房
8575,616-45-5,远离火种、热源
8576,616-45-5,应与氧化剂、还原剂、酸类、碱类、食用化学品分开存放，切忌混储
8577,616-45-5,配备相应品种和数量的消防器材
8578,616-45-5,储区应备有泄漏应急处理设备和合适的收容材料
8579,6164-98-3,储存于阴凉、通风的库房
8580,6164-98-3,远离火种、热源
8581,6164-98-3,包装密封
8582,6164-98-3,应与氧化剂、食用化学品分开存放，切忌混储
8583,6164-98-3,配备相应品种和数量的消防器材
8584,6164-98-3,储区应备有合适的材料收容泄漏物
8585,617-83-4,储存于阴凉、干燥、通风良好的库房
8586,617-83-4,远离火种、热源
8587,617-83-4,保持容器密封
8588,617-83-4,应与氧化剂、还原剂、酸类、碱类、食用化学品分开存放，切忌混储
8589,617-83-4,配备相应品种和数量的消防器材
8590,617-83-4,储区应备有泄漏应急处理设备和合适的收容材料
8591,617-85-6,储存时必须用充有惰性气体或特定的容器包装
8592,617-85-6,储存于阴凉、干燥、通风良好的专用库房内，远离火种、热源
8593,617-85-6,库温不超过30℃，相对湿度不超过80%
8594,617-85-6,应与氧化剂、氯代烃、食用化学品分开．存放，切忌混储
8595,617-85-6,采用防爆型照明、通风设施
8596,617-85-6,禁止使用易产生火花的机械设备和工具
8597,617-85-6,储区应备有泄漏应急处理设备和合适的收容材料
8598,617-89-0,储存于阴凉、通风的库房
8599,617-89-0,远离火种、热源
8600,617-89-0,应与氧化剂、酸类等分开存放，切忌混储
8601,617-89-0,采用防爆型照明、通风设施
8602,617-89-0,禁止使用易产生火花的机械设备和工具
8603,617-89-0,储区应备有泄漏应急处理设备和合适的收容材料
8604,61789-51-3,储存于阴凉、通风的库房
8605,61789-51-3,远离火种、热源
8606,61789-51-3,防止阳光直射
8607,61789-51-3,包装密封
8608,61789-51-3,应与氧化剂分开存放，切忌混储
8609,61789-51-3,采用防爆型照明、通风设施
8610,61789-51-3,禁止使用易产生火花的机械设备和工具
8611,61789-51-3,储区应备有合适的材料收容泄漏物
8612,618-45-1,储存于阴凉、通风的库房
8613,618-45-1,远离火种、热源
8614,618-45-1,应与氧化剂等分开存放，切忌混储
8615,618-45-1,配备相应品种和数量的消防器材
8616,618-45-1,储区应备有合适的材料收容泄漏物
8617,618-87-1,储存于阴凉、通风的库房
8618,618-87-1,远离火种、热源
8619,618-87-1,包装密封
8620,618-87-1,应与氧化剂、酸类、食用化学品分开存放，切忌混储
8621,618-87-1,配备相应品种和数量的消防器材
8622,618-87-1,储区应备有合适的材料收容泄漏物
8623,619-23-8,储存于阴凉、干燥、通风良好的库房
8624,619-23-8,远离火种、热源
8625,619-23-8,保持容器密封
8626,619-23-8,应与氧化剂、碱类等分开存放，切忌混储
8627,619-23-8,配备相应品种和数量的消防器材
8628,619-23-8,储区应备有合适的材料收容泄漏物
8629,619-31-8,储存于阴凉、通风的库房
8630,619-31-8,远离火种、热源
8631,619-31-8,防止阳光直射
8632,619-31-8,包装密封
8633,619-31-8,应与氧化剂、酸类、食用化学品分开存放，切忌混储
8634,619-31-8,配备相应品种和数量的消防器材
8635,619-31-8,储区应备有合适的材料收容泄漏物
8636,619-65-8,储存于阴凉、通风的库房
8637,619-65-8,远离火种、热源
8638,619-65-8,应与氧化剂、酸类、碱类分开存放，切忌混储
8639,619-65-8,配备相应品种和数量的消防器材
8640,619-65-8,储区应备有合适的材料收容泄漏物
8641,619-80-7,储存于阴凉、通风的库房
8642,619-80-7,远离火种、热源
8643,619-80-7,包装密封
8644,619-80-7,应与氧化剂、还原剂、碱类分开存放，切忌混储
8645,619-80-7,配备相应品种和数量的消防器材
8646,619-80-7,储区应备有合适的材料收容泄漏物
8647,62-38-4,储存于阴凉、通风的库房
8648,62-38-4,远离火种、热源
8649,62-38-4,应与氧化剂、还原剂、酸类、食用化学品分开存放，切忌混储
8650,62-38-4,配备相应品种和数量的消防器材
8651,62-38-4,储区应备有合适的材料收容泄漏物
8652,62-38-4,应严格执行极毒物品“五双”管理制度
8653,62-53-3,储存于阴凉、通风的库房
8654,62-53-3,远离火种、热源
8655,62-53-3,库温不超过32℃，相对湿度不超过80%
8656,62-53-3,避光保存
8657,62-53-3,包装要求密封，不可与空气接触
8658,62-53-3,应与氧化剂、酸类、食用化学品分开存放，切忌混储
8659,62-53-3,配备相应品种和数量的消防器材
8660,62-53-3,储区应备有泄漏应急处理设备和合适的收容材料
8661,62-56-6,储存于阴凉、通风的库房
8662,62-56-6,远离火种、热源
8663,62-56-6,包装密封
8664,62-56-6,应与氧化剂、酸类、食用化学品分开存放，切忌混储
8665,62-56-6,配备相应品种和数量的消防器材
8666,62-56-6,储区应备有合适的材料收容泄漏物
8667,62-73-7,储存于阴凉、通风的库房
8668,62-73-7,远离火种、热源
8669,62-73-7,保持容器密封
8670,62-73-7,应与氧化剂、碱类、食用化学品分开存放，切忌混储
8671,62-73-7,配备相应品种和数量的消防器材
8672,62-73-7,储区应备有泄漏应急处理设备和合适的收容材料
8673,62-74-8,储存于阴凉、通风的库房
8674,62-74-8,远离火种、热源
8675,62-74-8,防止阳光直射
8676,62-74-8,包装密封
8677,62-74-8,应与氧化剂、酸类、食用化学品分开存放，切忌混储
8678,62-74-8,配备相应品种和数量的消防器材
8679,62-74-8,储区应备有合适的材料收容泄漏物
8680,62-74-8,应严格执行极毒物品“五双”管理制度
8681,62-75-9,储存于阴凉、通风的库房
8682,62-75-9,远离火种、热源
8683,62-75-9,应与氧化剂、还原剂、食用化学品分开存放，切忌混储
8684,62-75-9,配备相应品种和数量的消防器材
8685,62-75-9,储区应备有泄漏应急处理设备和合适的收容材料
8686,62-75-9,应严格执行极毒物品“五双”管理制度
8687,620-22-4,"Keep in a cool, dry, dark location in a tightly sealed container or cylinder. Keep away from incompatible materials, ignition sources and untrained individuals. Secure and label area. Protect containers/cylinders from physical damage."
8688,621-33-0,"Keep containers tightly closed. Do not expose to air. Store protected from light. Store under an inert atmosphere. Store in a cool, dry area away from incompatible substances."
8689,622-44-6,储存于阴凉、通风的库房
8690,622-44-6,远离火种、热源
8691,622-44-6,应与氧化剂分开存放，切忌混储
8692,622-44-6,配备相应品种和数量的消防器材
8693,622-44-6,储区应备有泄漏应急处理设备和合适的收容材料
8694,622-45-7,储存于阴凉、通风的库房
8695,622-45-7,远离火种、热源
8696,622-45-7,库温不宜超过30℃
8697,622-45-7,应与氧化剂、碱类分开存放，切忌混储
8698,622-45-7,采用防爆型照明、通风设施
8699,622-45-7,禁止使用易产生火花的机械设备和工具
8700,622-45-7,储区应备有泄漏应急处理设备和合适的收容材料
8701,622-97-9,通常商品加有阻聚剂
8702,622-97-9,储存于阴凉、通风的库房
8703,622-97-9,远离火种、热源
8704,622-97-9,库温不宜超过37℃
8705,622-97-9,包装要求密封，不可与空气接触
8706,622-97-9,应与氧化剂、酸类分开存放，切忌混储
8707,622-97-9,不宜大量储存或久存
8708,622-97-9,采用防爆型照明、通风设施
8709,622-97-9,禁止使用易产生火花的机械设备和工具
8710,622-97-9,储区应备有泄漏应急处理设备和合适的收容材料
8711,623-37-0,储存于阴凉、通风的库房
8712,623-37-0,远离火种、热源
8713,623-37-0,防止阳光直射
8714,623-37-0,库温不宜超过30℃
8715,623-37-0,保持容器密封
8716,623-37-0,应与氧化剂、酸类、酸酐、酰基氯分开存放，切忌混储
8717,623-37-0,采用防爆型照明、通风设施
8718,623-37-0,禁止使用易产生火花的机械设备和工具
8719,623-37-0,储区应备有泄漏应急处理设备和合适的收容材料
8720,623-42-7,储存于阴凉、通风的库房
8721,623-42-7,远离火种、热源
8722,623-42-7,库温不宜超过37℃
8723,623-42-7,保持容器密封
8724,623-42-7,应与氧化剂、酸类、碱类分开存放，切忌混储
8725,623-42-7,采用防爆型照明、通风设施
8726,623-42-7,禁止使用易产生火花的机械设备和工具
8727,623-42-7,储区应备有泄漏应急处理设备和合适的收容材料
8728,623-43-8,储存于阴凉、通风的库房
8729,623-43-8,远离火种、热源
8730,623-43-8,库温不宜超过30℃
8731,623-43-8,包装要求密封，不可与空气接触
