,CAS,皮肤接触
2265,631-60-7,脱去污染的衣着，用大量流动清水冲洗
2266,632-21-3,立即脱去污染的衣着，用大量流动清水冲洗
2267,632-21-3,就医
2268,634-66-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2269,634-66-2,如有不适感，就医
2270,634-90-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2271,634-90-2,如有不适感，就医
2272,634-93-5,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2273,634-93-5,如有不适感，就医
2274,636-30-6,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2275,636-30-6,如有不适感，就医
2276,636-98-6,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
2277,636-98-6,就医
2278,638-11-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2279,638-11-9,如有不适感，就医
2280,638-49-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2281,638-49-3,如有不适感，就医
2282,64-00-6,"染毒的服装或脱去,或剪去染毒部分,皮肤和伤口接触后应迅速以软纸、布、手帕等物轻轻吸去,继以肥皂水涂抹、清水冲洗15分钟,而后擦干"
2283,64-17-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2284,64-17-5,如有不适感，就医
2285,64-18-6,立即脱去污染的衣物，用大量流动清水冲洗20～30min
2286,64-18-6,如有不适感，就医
2287,64-19-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2288,64-19-7,如有不适感，就医
2289,64-67-5,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2290,64-67-5,如有不适感，就医
2291,64-69-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2292,64-69-7,如有不适感，就医
2293,640-15-3,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
2294,640-15-3,就医
2295,640-19-7,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2296,640-19-7,就医
2297,64013-16-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2298,64013-16-7,如有不适感，就医
2299,644-31-5,立即脱去污染的衣着，用大量流动清水冲洗
2300,644-31-5,就医
2301,644-49-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2302,644-49-5,如有不适感，就医
2303,644-97-3,立即脱去污染的衣着，用大量流动清水冲洗
2304,644-97-3,就医
2305,645-00-1,立即脱去污染的衣着，用大量流动清水冲洗
2306,645-00-1,就医
2307,646-06-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2308,646-06-0,如有不适感，就医
2309,646-20-8,脱去污染的衣着，用大量流动清水冲洗
2310,6484-52-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2311,6484-52-2,如有不适感，就医
2312,65-30-5,脱去污染的衣着，用大量流动清水冲洗
2313,6533-73-9,脱去污染的衣着，用大量流动清水冲洗
2314,65996-93-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2315,67-56-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2316,67-56-1,如有不适感，就医
2317,67-63-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2318,67-63-0,如有不适感，就医
2319,67-64-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2320,67-64-1,如有不适感，就医
2321,67-66-3,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2322,67-66-3,如有不适感，就医
2323,67-72-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2324,67-72-1,如有不适感，就医
2325,670-54-2,立即脱去污染的衣着，用大量流动清水冲洗
2326,670-54-2,就医
2327,6731-36-8,May cause severe injury or burns.
2328,674-82-8,脱去污染的衣着，用大量流动清水冲洗20～30min
2329,674-82-8,如有不适感，就医
2330,68-11-1,触脱去污染的衣着，用大量流动清水冲洗20～30min
2331,68-11-1,如有不适感，就医
2332,68-12-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2333,68-12-2,如有不适感，就医
2334,681-84-5,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2335,681-84-5,如有不适感，就医
2336,683-18-1,Get medical aid immediately. Immediately flush skin with plenty of soap and water for at least 15 minutes while removing contaminated clothing and shoes. Wash clothing before reuse. Destroy contaminated shoes.
2337,68476-85-7,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2338,68476-85-7,不要涂擦
2339,68476-85-7,不要使用热水或辐射热
2340,68476-85-7,使用清洁、干燥的敷料包扎
2341,68476-85-7,就医
2342,688-73-3,Get medical aid immediately. Flush skin with plenty of soap and water for at least 15 minutes while removing contaminated clothing and shoes. Wash clothing before reuse. Destroy contaminated shoes.
2343,68848-64-6,脱去污染的衣着，用大量流动清水冲洗
2344,691-37-2,脱去污染的衣着，用大量流动清水冲洗
2345,693-02-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2346,693-02-7,如有不适感，就医
2347,693-21-0,脱去污染的衣着，用大量流动清水冲洗
2348,693-89-0,脱去污染的衣着，用大量流动清水冲洗
2349,694-05-3,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2350,694-05-3,如有不适感，就医
2351,694-83-7,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2352,694-83-7,就医
2353,696-28-6,立即脱去污染的衣着，用大量流动清水冲洗
2354,696-28-6,就医
2355,70-11-1,立即脱去污染的衣着，用大量流动清水冲洗
2356,70-11-1,就医
2357,70-30-4,脱去污染的衣着，用大量流动清水冲洗
2358,70-34-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2359,70-34-8,如有不适感，就医
2360,7087-68-5,脱去污染的衣着，用大量流动清水冲洗
2361,71-23-8,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2362,71-23-8,如有不适感，就医
2363,71-36-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2364,71-36-3,如有不适感，就医
2365,71-41-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2366,71-41-0,如有不适感，就医
2367,71-43-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2368,71-43-2,如有不适感，就医
2369,71-55-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2370,71-55-6,如有不适感，就医
2371,712-48-1,脱去污染的衣着，用大量流动清水冲洗
2372,7154-66-7,立即脱去污染的衣着，用大量流动清水冲洗
2373,7154-66-7,就医
2374,72-20-8,脱去污染的衣着，用大量流动清水冲洗
2375,722-27-0,脱去污染的衣着，用大量流动清水冲洗
2376,732-11-6,立即脱去污染的衣着，用肥皂水及流动清水彻底冲洗污染的皮肤、头发、指甲等
2377,732-11-6,就医
2378,74-82-8,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2379,74-82-8,不要涂擦
2380,74-82-8,不要使用热水或辐射热
2381,74-82-8,使用清洁、干燥的敷料包扎
2382,74-82-8,如有不适感，就医
2383,74-83-9,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2384,74-83-9,如有不适感，就医
2385,74-84-0,不会通过该途径接触
2386,74-85-1,用流动清水冲洗
2387,74-85-1,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2388,74-85-1,不要涂擦
2389,74-85-1,不要使用热水或辐射热
2390,74-85-1,使用清洁、干燥的敷料包扎
2391,74-85-1,如有不适感，就医
2392,74-86-2,不会通过该途径接触
2393,74-87-3,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2394,74-87-3,不要涂擦
2395,74-87-3,不要使用热水或辐射热
2396,74-87-3,使用清洁、干燥的敷料包扎
2397,74-87-3,如有不适感，就医
2398,74-88-4,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2399,74-88-4,如有不适感，就医
2400,74-89-5,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2401,74-89-5,如有不适感，就医
2402,74-90-8,易燃，其蒸气与空气混合，能形成爆炸性混合物
2403,74-93-1,如果冻结，禁脱衣物
2404,74-93-1,用大量水冲洗
2405,74-95-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2406,74-95-3,如有不适感，就医
2407,74-96-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2408,74-96-4,如有不适感，就医
2409,74-97-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2410,74-97-5,如有不适感，就医
2411,74-98-6,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2412,74-98-6,不要涂擦
2413,74-98-6,不要使用热水或辐射热
2414,74-98-6,使用清洁、干燥的敷料包扎
2415,74-98-6,如有不适感，就医
2416,7429-90-5,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2417,7429-90-5,如有不适感，就医
2418,7439-93-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2419,7439-93-2,如有不适感，就医
2420,7439-95-4,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2421,7439-95-4,如有不适感，就医
2422,7439-96-5,脱去污染的衣着，用流动清水冲洗
2423,7440-00-8,脱去污染的衣着，用流动清水冲洗
2424,7440-01-9,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2425,7440-01-9,不要涂擦
2426,7440-01-9,不要使用热水或辐射热
2427,7440-01-9,使用清洁、干燥的敷料包扎
2428,7440-01-9,如有不适感，就医
2429,7440-09-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2430,7440-09-7,如有不适感，就医
2431,7440-17-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2432,7440-17-7,如有不适感，就医
2433,7440-21-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2434,7440-21-3,如有不适感，就医
2435,7440-23-5,脱去污染的衣着，用大量流动清水冲洗20～30min
2436,7440-23-5,如有不适感，就医
2437,7440-24-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2438,7440-24-6,如有不适感，就医
2439,7440-28-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2440,7440-28-0,如有不适感，就医
2441,7440-32-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2442,7440-32-6,如有不适感，就医
2443,7440-36-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2444,7440-36-0,如有不适感，就医
2445,7440-37-1,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2446,7440-37-1,不要涂擦
2447,7440-37-1,不要使用热水或辐射热
2448,7440-37-1,使用清洁、干燥的敷料包扎
2449,7440-37-1,如有不适感，就医
2450,7440-38-2,立即脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2451,7440-38-2,如有不适感，就医
2452,7440-39-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2453,7440-39-3,如有不适感，就医
2454,7440-41-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2455,7440-41-7,如有不适感，就医
2456,7440-43-9,脱去污染的衣着，用流动清水冲洗
2457,7440-45-1,脱去污染的衣着，用流动清水冲洗
2458,7440-46-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2459,7440-46-2,如有不适感，就医
2460,7440-58-6,脱去污染的衣着，用流动清水冲洗
2461,7440-59-7,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2462,7440-59-7,不要涂擦
2463,7440-59-7,不要使用热水或辐射热
2464,7440-59-7,使用清洁、干燥的敷料包扎
2465,7440-59-7,就医
2466,7440-63-3,不会通过该途径接触
2467,7440-66-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2468,7440-66-6,如有不适感，就医
2469,7440-67-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2470,7440-67-7,如有不适感，就医
2471,7440-70-2,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2472,7440-70-2,如有不适感，就医
2473,7446-08-4,脱去污染的衣物，立即用水冲洗至少15min；若有灼伤，就医治疗
2474,7446-09-5,立即脱去污染的衣着，用大量流动清水冲洗
2475,7446-09-5,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2476,7446-09-5,不要涂擦
2477,7446-09-5,不要使用热水或辐射热
2478,7446-09-5,使用清洁、干燥的敷料包扎
2479,7446-09-5,就医
2480,7446-11-9,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
2481,7446-11-9,就医
2482,7446-14-2,脱去污染的衣着，用大量流动清水冲洗
2483,7446-18-6,立即脱去污染的衣着，用大量流动清水冲洗
2484,7446-18-6,就医
2485,7446-70-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2486,7446-70-0,如有不适感，就医
2487,7487-94-7,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2488,7487-94-7,如有不适感，就医
2489,7488-56-4,立即脱去污染的衣着，用大量流动清水冲洗
2490,7488-56-4,就医
2491,75-00-3,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2492,75-00-3,不要涂擦
2493,75-00-3,不要使用热水或辐射热
2494,75-00-3,使用清洁、干燥的敷料包扎
2495,75-00-3,如有不适感，就医
2496,75-01-4,用大量流动清水冲洗
2497,75-01-4,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2498,75-01-4,不要涂擦
2499,75-01-4,不要使用热水或辐射热
2500,75-01-4,使用清洁、干燥的敷料包扎
2501,75-01-4,如有不适感，就医
2502,75-02-5,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2503,75-02-5,不要涂擦
2504,75-02-5,不要使用热水或辐射热
2505,75-02-5,使用清洁、干燥的敷料包扎
2506,75-02-5,如有不适感，就医
2507,75-03-6,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2508,75-03-6,如有不适感，就医
2509,75-04-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2510,75-04-7,如有不适感，就医
2511,75-05-8,立即脱去污染的衣着，用流动清水或5%硫代硫酸钠溶液彻底冲洗
2512,75-05-8,就医
2513,75-07-0,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2514,75-07-0,如有不适感，就医
2515,75-08-1,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2516,75-09-2,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2517,75-09-2,如有不适感，就医
2518,75-11-6,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2519,75-11-6,如有不适感，就医
2520,75-15-0,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2521,75-15-0,如有不适感，就医
2522,75-16-1,立即脱去污染的衣着，用大量流动清水冲洗
2523,75-16-1,就医
2524,75-18-3,脱去污染的衣着，用肥皂水和清水彻底冲洗皮肤
2525,75-18-3,如有不适感，就医
2526,75-19-4,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2527,75-19-4,不要涂擦
2528,75-19-4,不要使用热水或辐射热
2529,75-19-4,使用清洁、干燥的敷料包扎
2530,75-19-4,如有不适感，就医
2531,75-20-7,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2532,75-20-7,如有不适感，就医
2533,75-21-8,立即脱去污染的衣着，用大量流动清水冲洗20～30min
2534,75-21-8,如果发生冻伤：将患部浸泡于保持在38～42℃的温水中复温
2535,75-21-8,不要涂擦
2536,75-21-8,不要使用热水或辐射热
2537,75-21-8,使用清洁、干燥的敷料包扎
2538,75-21-8,就医
2539,75-23-0,立即脱去污染的衣着，用大量流动清水冲洗至少15分钟
