,CAS,健康危害
3696,65996-93-2,作用于皮肤，引起皮炎、痤疮、毛囊炎、光毒性皮炎、中毒性黑皮病、疣赘及癌肿
3697,65996-93-2,可引起鼻中隔损伤
3698,67-56-1,急性中毒：大多数为饮用掺有甲醇的酒或饮料所致口服中毒
3699,67-56-1,短期内吸入高浓度甲醇蒸气或容器破裂泄漏经皮肤吸收大量甲醇溶液亦可引起急性或亚急性中毒
3700,67-56-1,中枢神经系统损害轻者表现为头痛、眩晕、乏力、嗜睡和轻度意识等
3701,67-56-1,重者出现昏迷和癫痫样抽搐
3702,67-56-1,少数严重口服中毒者在急性期或恢复期可有锥体外系损害或帕金森综合征的表现
3703,67-56-1,眼部最初表现为眼前黑影、飞雪感、闪光感、视物模糊、眼球疼痛、羞明、幻视等
3704,67-56-1,重者视力急剧下降，甚至失明
3705,67-56-1,视神经损害严重者可出现视神经萎缩
3706,67-56-1,引起代谢性酸中毒
3707,67-56-1,高浓度对眼和上呼吸道轻度刺激症状
3708,67-56-1,口服中毒者恶心、呕吐和上腹部疼痛等胃肠道症状较明显，并发急性胰腺炎的比例较高，少数可伴有心、肝、肾损害
3709,67-56-1,慢性中毒：主要为神经系统症状，有头晕、无力、眩晕、震颤性麻痹及视神经损害
3710,67-56-1,皮肤反复接触甲醇溶液，可引起局部脱脂和皮炎
3711,67-63-0,接触高浓度蒸气出现头痛、倦睡、共济失调以及眼、鼻、喉刺激症状
3712,67-63-0,口服可致恶心、呕吐、腹痛、腹泻、倦睡、昏迷，甚至死亡
3713,67-63-0,长期皮肤接触可致皮肤干燥、皲裂
3714,67-64-1,急性中毒：主要表现为对中枢神经系统的麻醉作用，出现乏力、恶心、头痛、头晕、易激动
3715,67-64-1,重者发生呕吐、气急、痉挛，甚至昏迷
3716,67-64-1,对眼、鼻、喉有刺激性
3717,67-64-1,口服后，先有口唇、咽喉有烧灼感，后出现口干、呕吐、昏迷、酸中毒和酮症
3718,67-64-1,慢性影响：长期接触该品出现眩晕、灼烧感、咽炎、支气管炎、乏力、易激动等
3719,67-64-1,皮肤长期反复接触可致皮炎
3720,67-66-3,主要作用于中枢神经系统，具有麻醉作用，对心、肝、肾有损害
3721,67-66-3,急性中毒：吸入或经皮肤吸收引起急性中毒
3722,67-66-3,初期有头痛、头晕、恶心、呕吐、兴奋、皮肤湿热和黏膜刺激症状
3723,67-66-3,以后呈现精神紊乱、呼吸表浅、反射消失、昏迷等，重者发生呼吸麻痹、心室纤维性颤动
3724,67-66-3,同时可伴有肝、肾损害
3725,67-66-3,误服中毒时，胃有烧灼感，伴恶心、呕吐、腹痛、腹泻
3726,67-66-3,以后出现麻醉症状
3727,67-66-3,液态可致皮炎、湿疹，甚至皮肤灼伤
3728,67-66-3,慢性影响：主要引起肝脏损害，并有消化不良、乏力、头痛、失眠等症状，少数有肾损害及嗜氯仿癖
3729,67-72-1,本品对中枢神经系统具有麻醉作用，对肝、肾有损害；对皮肤黏膜有轻度刺激作用
3730,67-72-1,误服出现眩晕、呕吐、肝区痛、血中胆红素增高、心率减慢、肾炎及无尿
3731,67-72-1,动物实验见软弱无力、嗜睡、步态不稳、后肢轻瘫；亦可见痉挛、心率加快、昏睡、腹泻、食欲减退等
3732,670-54-2,本品有强烈的刺激性
3733,670-54-2,经口摄入会严重中毒
3734,670-54-2,接触后可引起烧灼感、咳嗽、头痛、恶心、呕吐、喉炎、气短，可引起青紫
3735,6731-36-8,Inhalation:Causes irritation.Skin:May cause severe injury or burns.Eyes:See Skin.Ingestion:See Skin.
3736,674-82-8,蒸气对眼和呼吸道有强烈的刺激作用，有眼灼痛、头痛、窒息感，伴咳嗽、胸痛、眼结膜充血、流泪、流涕，肺部有干湿啰音
3737,674-82-8,严重者引起肺水肿
3738,674-82-8,吸入后到产生症状前有短暂的潜伏期
3739,674-82-8,高浓度与皮肤接触，可引起皮炎或溃疡；眼接触可致角膜化学性灼伤，但可以治愈长期较高浓度接触可能发生肺硬化
3740,68-11-1,本品的毒作用，可能是其与某些酶的巯基的特殊作用有关，本品有强烈的刺激性
3741,68-11-1,眼接触可致严重损害，导致永久性失明
3742,68-11-1,可致皮肤灼伤；对皮肤有致敏性，引起过敏性皮炎
3743,68-11-1,能经皮肤吸收引起中毒，动物皮肤贴敷本品10%溶液<5ml/kg即引起死亡
3744,68-12-2,急性中毒：高浓度吸入或严重皮肤污染可引起急性中毒
3745,68-12-2,吸入蒸气后，可产生眼和上呼吸道刺激症状
3746,68-12-2,短期内大量接触，可出现头痛、头晕、焦虑、恶心、呕吐、上腹部剧痛、顽固性便秘等，中毒严重者伴消化道出血
3747,68-12-2,肝、肾损害一般在中毒数日后出现，肝脏肿大，肝区痛，黄疸，肝、肾功能障碍
3748,68-12-2,心血管系统可出现一过性损害
3749,68-12-2,经皮肤吸收中毒者，皮肤出现水疱、水肿、粗糙、局部麻木、瘙痒、灼痛
3750,68-12-2,溅入眼内可致角膜损伤慢性影响：有皮肤、黏膜刺激，神经衰弱综合征，血压偏低
3751,68-12-2,还有恶心、呕吐、胸闷、食欲不振、胃痛、便秘及肝大和肝功能变化
3752,681-84-5,对眼睛、皮肤、黏膜和呼吸道有强烈刺激作用
3753,681-84-5,可引起角膜进行性坏死及溃疡，甚至失明
3754,683-18-1,"Inhalation:Causes chemical burns to the respiratory tract. Aspiration may lead to pulmonary edema. May cause systemic effects.Skin:Causes skin burns. May cause skin rash (in milder cases), and cold and clammy skin with cyanosis or pale color.Eyes:Causes eye burns. May cause chemical conjunctivitis and corneal damage.Ingestion:Harmful if swallowed. May cause severe and permanent damage to the digestive tract. Causes gastrointestinal tract burns. May cause perforation of the digestive tract. May cause systemic effects."
3755,68476-85-7,本品有麻醉作用
3756,68476-85-7,急性液化气轻度中毒主要表现为头昏、头痛、咳嗽、食欲减退、乏力、失眠等；重者失去知觉、小便失禁、呼吸变浅变慢
3757,68476-85-7,皮肤接触液态本品，可引起冻伤
3758,688-73-3,"Inhalation:Effects may be delayed. May cause respiratory tract irritation. Vapors may cause dizziness or suffocation. Causes sore throat, coughing, shortness of breath, and dental corrosion.Skin:Effects may be delayed. May produce mucosal lesions. Causes skin irritation and possible burns.Eyes:May cause eye irritation. Produces irritation, characterized by a burning sensation, redness, tearing, inflammation, and possible corneal injury.Ingestion:May cause gastrointestinal irritation with nausea, vomiting and diarrhea. May cause CNS irritation."
3759,68848-64-6,属低毒类
3760,68848-64-6,具刺激作用
3761,68848-64-6,目前，未见工业上的中毒报道
3762,691-37-2,吸入或摄入对身体有害
3763,691-37-2,蒸气或雾对眼、粘膜和上呼吸道有刺激性
3764,691-37-2,对皮肤有刺激性
3765,691-37-2,接触后引起烧灼感、咳嗽、喘息、喉炎、气短、头痛、恶心和呕吐
3766,693-02-7,本品属于不饱和脂肪族烃类，该类物质有麻醉作用
3767,693-21-0,"摄入本品可引起中毒,致血压下降和心功能紊乱"
3768,693-89-0,本品具有刺激作用
3769,693-89-0,吸入、摄入或经皮肤吸收后可能对身体有害
3770,694-05-3,吸入、口服对身体可能有害
3771,694-05-3,具有刺激性
3772,694-83-7,对人体有毒性和腐蚀性
3773,694-83-7,吸入、摄入或经皮肤吸收后对身体有害
3774,694-83-7,吸入后可引起喉和支气管的炎症、水肿，化学性肺炎、肺水肿等
3775,696-28-6,急性中毒可出现胃肠炎、神经系统损害，重者可引起休克、肾功能损害
3776,696-28-6,砷中毒三日至三周出现急性周围神经病
3777,696-28-6,部分患者出现中毒性肝、肾、心肌等损害
3778,70-11-1,吸入、摄入或经皮肤吸收后对身体有害
3779,70-11-1,对眼睛、皮肤、粘膜和上呼吸道有强烈刺激作用
3780,70-11-1,吸入，可引起喉、支气管炎症、痉挛，化学性肺炎、肺水肿等
3781,70-30-4,对人体有毒
3782,70-30-4,对眼睛、皮肤、粘膜有刺激作用，可损伤角膜
3783,70-34-8,本品对眼和皮肤有刺激性
3784,70-34-8,动物试验对皮肤有致敏性
3785,7087-68-5,吸入、摄入或经皮吸收后对身体有害
3786,7087-68-5,本品对眼睛、皮肤、粘膜和上呼吸道有刺激作用
3787,7087-68-5,吸入后可引起喉、支气管的炎症、水肿、痉挛，化学性肺炎或肺水肿
3788,7087-68-5,接触后可引起烧灼感、咳嗽、喘息、气短、头痛、恶心和呕吐
3789,71-23-8,接触高浓度蒸气出现头痛、倦睡、共济失调以及眼、鼻、喉刺激症状
3790,71-23-8,口服可致恶心、呕吐、腹痛、腹泻、倦睡、昏迷，甚至死亡
3791,71-23-8,长期皮肤接触可致皮肤干燥、皲裂
3792,71-36-3,本品具有刺激和麻醉作用
3793,71-36-3,主要症状为眼、鼻、喉部刺激，头痛、头晕、嗜睡、共济失调、精神错乱、谵妄、昏迷
3794,71-36-3,液体对眼和皮肤有刺激性
3795,71-41-0,其蒸气或雾对眼睛、皮肤、黏膜和上呼吸道有刺激作用
3796,71-41-0,还可引起头痛、眩晕、呼吸困难、咳嗽、恶心、呕吐、腹泻等；严重者有复视、谵妄等，有时出现高铁血红蛋白血症
3797,71-43-2,高浓度苯对中枢神经系统有麻醉作用，引起急性中毒；长期接触苯对造血系统有损害，引起慢性中毒
3798,71-43-2,急性中毒：轻者有头痛、头晕、恶心、呕吐、轻度兴奋、步态蹒跚等酒醉状态，可伴有黏膜刺激；重度中毒者发生烦躁不安、昏迷、抽搐、血压下降，以致呼吸和循环衰竭
3799,71-43-2,可发生心室颤动
3800,71-43-2,呼气苯、血苯、尿酚测定值增高
3801,71-43-2,慢性中毒：主要表现有神经衰弱综合征；造血系统改变有白细胞减少(计数低于4×109／L)、血小板减少，重者出现再生障碍性贫血；并有易感染和(或)出血倾向
3802,71-43-2,少数病例在慢性中毒后可发生白血病(以急性粒细胞性为多见)
3803,71-43-2,皮肤损害有脱脂、干燥、皲裂、皮炎
3804,71-43-2,可致月经量增多与经期延长
3805,71-55-6,急性中毒主要损害中枢神经系统
3806,71-55-6,轻者表现为头痛、眩晕、步态蹒跚、共济失调、嗜睡等；重者可出现抽搐，甚至昏迷
3807,71-55-6,可引起心律不齐
3808,71-55-6,对皮肤有轻度脱脂和刺激作用
3809,712-48-1,"本品的刺激性和毒性都很强,吸入可引起头痛、恶心、呕吐及呼吸障碍等"
3810,7154-66-7,有腐蚀性
3811,7154-66-7,蒸气对眼睛和粘膜有强烈刺激性
3812,7154-66-7,吸入，可引起喉、支气管炎症、痉挛，化学性肺炎、肺水肿等
3813,72-20-8,本品为高毒杀虫剂
3814,72-20-8,中毒后症状有头痛、眩晕、乏力、食欲不振、视力模糊、失眠、震颤等，重者引起昏迷
3815,722-27-0,对眼睛有强烈刺激作用，摄入有毒
3816,74-82-8,空气中甲烷浓度过高，能使人窒息
3817,74-82-8,当空气中甲烷达25%～30%时，可引起头痛、头晕、乏力、注意力不集中、呼吸和心跳加速、共济失调
3818,74-82-8,若不及时脱离，可致窒息死亡
3819,74-82-8,皮肤接触液化气体可致冻伤
3820,74-83-9,主要损害中枢及周围神经系统；对皮肤、黏膜、肺、肾、肝、心血管等也有损害
3821,74-83-9,以中枢神经系统和肺最早受到损害，也最为严重
3822,74-83-9,急性中毒：轻度有头痛、头晕、恶心、全身无力、嗜睡、震颤、咳嗽、咯痰等；较重者出现兴奋、谵妄、共济失调、肌痉挛，并可伴有多发性神经炎和肝、肾损害；严重中毒时，因脑水肿出现抽搐、躁狂、昏迷；或因肺水肿或循环衰竭而出现紫绀
3823,74-83-9,可因肺水肿、神经系统严重损害或循环衰竭而死亡
3824,74-83-9,接触极高浓度可迅速死亡
3825,74-83-9,皮肤接触其液体可致灼伤
3826,74-83-9,慢性中毒：常有头痛、全身乏力、嗜睡、记忆力减退、激动易怒、步态不稳等，亦可伴有周围神经炎和植物神经功能紊乱
3827,74-83-9,可出现视神经萎缩
3828,74-83-9,重者出现震颤、瘫痪与精神障碍
3829,74-84-0,高浓度时，有单纯性窒息作用，有轻度麻醉作用
3830,74-84-0,空气中浓度大于6%时，出现眩晕、轻度恶心、麻醉症状；达40%以上时，可引起惊厥，甚至窒息死亡
3831,74-85-1,具有较强的麻醉作用急性中毒：吸入高浓度乙烯可立即引起意识丧失，无明显的兴奋期，但吸入新鲜空气后，可很快苏醒
3832,74-85-1,对眼及呼吸道黏膜有轻微刺激性
3833,74-85-1,液态乙烯可致皮肤冻伤
3834,74-85-1,慢性影响：长期接触，可引起头昏、全身不适、乏力、思维不集中
3835,74-85-1,个别人有胃肠道功能紊乱
3836,74-86-2,具有弱麻醉作用
3837,74-86-2,高浓度吸入可引起单纯窒息
3838,74-86-2,暴露于20%浓度时，出现明显缺氧症状；吸入高浓度，初期兴奋、多语、哭笑不安，后出现眩晕、头痛、恶心、呕吐、共济失调、嗜睡；严重者昏迷、紫绀、瞳孔对光反应消失、脉弱而不齐
3839,74-86-2,当混有磷化氢、硫化氢时，毒性增大，应予以注意
3840,74-87-3,本品有刺激和麻醉作用，严重损伤中枢神经系统，亦能损害肝、肾和睾丸
3841,74-87-3,急性中毒：轻度者有头痛、眩晕、恶心、呕吐、视力模糊、步态蹒跚、精神错乱等
3842,74-87-3,严重中毒时，可出现谵妄、躁动、抽搐、震颤、视力障碍、昏迷，呼气中有酮体味
3843,74-87-3,尿中检出甲酸盐和酮体有助于诊断
3844,74-87-3,皮肤接触可因氯甲烷在体表迅速蒸发而致冻伤
3845,74-87-3,慢性影响：低浓度长期接触，可发生困倦、嗜睡、头痛、感觉异常、情绪不稳等症状，较重者有步态蹒跚、视力障碍及震颤等症状
3846,74-88-4,本品对中枢神经和周围神经有损害作用，对皮肤、黏膜有刺激作用
3847,74-88-4,急性中毒：早期出现头晕、头痛、纳差、恶心、心悸、胸闷；症状加重可出现视力减退、复视、言语困难、定向障碍，甚至发生幻觉、抽搐、瘫痪、昏迷，符合中毒性脑水肿
3848,74-88-4,少数患者以代谢性酸中毒表现为主，意识障碍可不明显，但1～2d后病情可突然恶化
3849,74-88-4,血二氧化碳结合力下降
3850,74-88-4,部分病例有周围神经损害
3851,74-88-4,眼污染可致角膜损伤
3852,74-88-4,皮肤污染可致皮炎
3853,74-88-4,慢性影响：长期接触可发生神经衰弱综合征
3854,74-89-5,本品具有强烈刺激性和腐蚀性
3855,74-89-5,吸入后，可引起咽喉炎、支气管炎、支气管肺炎，重者可致肺水肿、呼吸窘迫综合征而死亡；极高浓度吸入引起声门痉挛、喉水肿而很快窒息死亡
3856,74-89-5,可致呼吸道灼伤
3857,74-89-5,对眼和皮肤有强烈刺激和腐蚀性，可致严重灼伤
3858,74-89-5,口服溶液可致口、咽、食道灼伤
3859,74-90-8,抑制呼吸酶，造成细胞内窒息
3860,74-90-8,急性中毒：短时间内吸入高浓度氰化氢气体，可立即呼吸停止而死亡
3861,74-90-8,非骤死者临床分为4期：前驱期有黏膜刺激、呼吸加快加深、乏力、头痛；口服有舌尖、口腔发麻等
3862,74-90-8,呼吸困难期有呼吸困难、血压升高、皮肤黏膜呈鲜红色等
3863,74-90-8,惊厥期出现抽搐、昏迷、呼吸衰竭
3864,74-90-8,麻痹期全身肌肉松弛，呼吸心跳停止而死亡
3865,74-90-8,可致眼、皮肤灼伤，吸收引起中毒
3866,74-90-8,慢性影响：神经衰弱综合征、皮炎
3867,74-93-1,吸入后可引起头痛、恶心及不同程度的麻醉作用；高浓度吸入可引起呼吸麻痹而死亡
3868,74-95-3,本品蒸气具有麻醉性，并可能导致心律紊乱
3869,74-95-3,反复接触可造成肝、肾损害
3870,74-96-4,本品具有麻醉作用
3871,74-96-4,对眼和呼吸道刺激较轻，对肝、肾、心肌有损害
3872,74-96-4,本品可由呼吸道和皮肤进入人体
3873,74-96-4,急性中毒：表现有头痛、眩晕、面部潮红、瞳孔散大、脉搏加速、四肢震颧、呼吸困难、紫绀、虚脱，甚至呼吸麻痹
