,CAS,吸入
5276,578-54-1,如呼吸困难，给输氧
5277,578-54-1,呼吸、心跳停止，立即进行心肺复苏术
5278,578-54-1,就医
5279,58-89-9,迅速脱离现场至空气新鲜处
5280,58-89-9,保持呼吸道通畅
5281,58-89-9,如呼吸困难，给输氧
5282,58-89-9,如呼吸停止，立即进行人工呼吸
5283,58-89-9,就医
5284,58-90-2,迅速脱离现场至空气新鲜处
5285,58-90-2,保持呼吸道通畅
5286,58-90-2,如呼吸困难，给输氧
5287,58-90-2,如呼吸停止，立即进行人工呼吸
5288,58-90-2,就医
5289,580-17-6,迅速脱离现场至空气新鲜处
5290,580-17-6,保持呼吸道通畅
5291,580-17-6,如呼吸困难，给输氧
5292,580-17-6,如呼吸停止，立即进行人工呼吸
5293,580-17-6,就医
5294,581-64-6,迅速脱离现场至空气新鲜处
5295,581-64-6,保持呼吸道通畅
5296,581-64-6,如呼吸困难，给输氧
5297,581-64-6,如呼吸停止，立即进行人工呼吸
5298,581-64-6,就医
5299,581-89-5,迅速脱离现场至空气新鲜处
5300,581-89-5,保持呼吸道通畅
5301,581-89-5,如呼吸困难，给输氧
5302,581-89-5,呼吸、心跳停止，立即进行心肺复苏术
5303,581-89-5,就医
5304,58164-88-8,迅速脱离现场至空气新鲜处
5305,58164-88-8,保持呼吸道通畅
5306,58164-88-8,如呼吸困难，给输氧
5307,58164-88-8,如呼吸停止，立即进行人工呼吸
5308,58164-88-8,就医
5309,583-15-3,迅速脱离现场至空气新鲜处
5310,583-15-3,保持呼吸道通畅
5311,583-15-3,如呼吸困难，给输氧
5312,583-15-3,如呼吸停止，立即进行人工呼吸
5313,583-15-3,就医
5314,583-53-9,迅速脱离现场至空气新鲜处
5315,583-53-9,保持呼吸道通畅
5316,583-53-9,如呼吸困难，给输氧
5317,583-53-9,如呼吸停止，立即进行人工呼吸
5318,583-53-9,就医
5319,583-58-4,迅速脱离现场至空气新鲜处
5320,583-58-4,保持呼吸道通畅
5321,583-58-4,如呼吸困难，给输氧
5322,583-58-4,如呼吸停止，立即进行人工呼吸
5323,583-58-4,就医
5324,583-71-1,迅速脱离现场至空气新鲜处
5325,583-71-1,保持呼吸道通畅
5326,583-71-1,如呼吸困难，给输氧
5327,583-71-1,如呼吸停止，立即进行人工呼吸
5328,583-71-1,就医
5329,583-78-8,迅速脱离现场至空气新鲜处
5330,583-78-8,保持呼吸道通畅
5331,583-78-8,如呼吸困难，给输氧
5332,583-78-8,如呼吸停止，立即进行人工呼吸
5333,583-78-8,就医
5334,5836-29-3,迅速脱离现场至空气新鲜处
5335,5836-29-3,保持呼吸道通畅
5336,5836-29-3,如呼吸困难，给输氧
5337,5836-29-3,如呼吸停止，立即进行人工呼吸
5338,5836-29-3,就医
5339,584-48-5,迅速脱离现场至空气新鲜处
5340,584-48-5,保持呼吸道通畅
5341,584-48-5,如呼吸困难，给输氧
5342,584-48-5,如呼吸停止，立即进行人工呼吸
5343,584-48-5,就医
5344,584-84-9,迅速脱离现场至空气新鲜处
5345,584-84-9,保持呼吸道通畅
5346,584-84-9,如呼吸困难，给输氧
5347,584-84-9,如呼吸停止，立即进行人工呼吸
5348,584-84-9,就医
5349,584-94-1,迅速脱离现场至空气新鲜处
5350,584-94-1,保持呼吸道通畅
5351,584-94-1,如呼吸困难，给输氧
5352,584-94-1,呼吸、心跳停止，立即进行心肺复苏术
5353,584-94-1,就医
5354,585-79-5,迅速脱离现场至空气新鲜处
5355,585-79-5,保持呼吸道通畅
5356,585-79-5,如呼吸困难，给输氧
5357,585-79-5,如呼吸停止，立即进行人工呼吸
5358,585-79-5,就医
5359,586-62-9,脱离现场至空气新鲜处
5360,586-75-4,迅速脱离现场至空气新鲜处
5361,586-75-4,保持呼吸道通畅
5362,586-75-4,如呼吸困难，给输氧
5363,586-75-4,如呼吸停止，立即进行人工呼吸
5364,586-75-4,就医
5365,586-78-7,迅速脱离现场至空气新鲜处
5366,586-78-7,保持呼吸道通畅
5367,586-78-7,如呼吸困难，给输氧
5368,586-78-7,呼吸、心跳停止，立即进行心肺复苏术
5369,586-78-7,就医
5370,587-85-9,迅速脱离现场至空气新鲜处
5371,587-85-9,保持呼吸道通畅
5372,587-85-9,如呼吸困难，给输氧
5373,587-85-9,呼吸、心跳停止，立即进行心肺复苏术
5374,587-85-9,就医
5375,589-38-8,迅速脱离现场至空气新鲜处
5376,589-38-8,保持呼吸道通畅
5377,589-38-8,如呼吸困难，给输氧
5378,589-38-8,呼吸、心跳停止，立即进行心肺复苏术
5379,589-38-8,就医
5380,589-43-5,迅速脱离现场至空气新鲜处
5381,589-43-5,保持呼吸道通畅
5382,589-43-5,如呼吸困难，给输氧
5383,589-43-5,呼吸、心跳停止，立即进行心肺复苏术
5384,589-43-5,就医
5385,589-53-7,迅速脱离现场至空气新鲜处
5386,589-53-7,保持呼吸道通畅
5387,589-53-7,如呼吸困难，给输氧
5388,589-53-7,如呼吸停止，立即进行人工呼吸
5389,589-53-7,就医
5390,589-90-2,迅速脱离现场至空气新鲜处
5391,589-90-2,保持呼吸道通畅
5392,589-90-2,如呼吸困难，给输氧
5393,589-90-2,如呼吸停止，立即进行人工呼吸
5394,589-90-2,就医
5395,589-93-5,脱离现场至空气新鲜处
5396,589-93-5,如呼吸困难，给输氧
5397,589-93-5,就医
5398,5894-60-0,迅速脱离现场至空气新鲜处
5399,5894-60-0,保持呼吸道通畅
5400,5894-60-0,如呼吸困难，给输氧
5401,5894-60-0,如呼吸停止，立即进行人工呼吸
5402,5894-60-0,就医
5403,59-50-7,迅速脱离现场至空气新鲜处
5404,59-50-7,保持呼吸道通畅
5405,59-50-7,如呼吸困难，给输氧
5406,59-50-7,如呼吸停止，立即进行人工呼吸
5407,59-50-7,就医
5408,59-85-8,迅速脱离现场至空气新鲜处
5409,59-85-8,保持呼吸道通畅
5410,59-85-8,如呼吸困难，给输氧
5411,59-85-8,如呼吸停止，立即进行人工呼吸
5412,59-85-8,就医
5413,590-01-2,迅速脱离现场至空气新鲜处
5414,590-01-2,保持呼吸道通畅
5415,590-01-2,如呼吸困难，给输氧
5416,590-01-2,呼吸、心跳停止，立即进行心肺复苏术
5417,590-01-2,就医
5418,590-35-2,迅速脱离现场至空气新鲜处
5419,590-35-2,保持呼吸道通畅
5420,590-35-2,如呼吸困难，给输氧
5421,590-35-2,呼吸、心跳停止，立即进行心肺复苏术
5422,590-35-2,就医
5423,590-36-3,迅速脱离现场至空气新鲜处
5424,590-36-3,保持呼吸道通畅
5425,590-36-3,如呼吸困难，给输氧
5426,590-36-3,如呼吸停止，立即进行人工呼吸
5427,590-36-3,就医
5428,590-66-9,迅速脱离现场至空气新鲜处
5429,590-66-9,保持呼吸道通畅
5430,590-66-9,如呼吸困难，给输氧
5431,590-66-9,呼吸、心跳停止，立即进行心肺复苏术
5432,590-66-9,就医
5433,590-73-8,迅速脱离现场至空气新鲜处
5434,590-73-8,保持呼吸道通畅
5435,590-73-8,如呼吸困难，给输氧
5436,590-73-8,呼吸、心跳停止，立即进行心肺复苏术
5437,590-73-8,就医
5438,590-86-3,迅速脱离现场至空气新鲜处
5439,590-86-3,保持呼吸道通畅
5440,590-86-3,如呼吸困难，给输氧
5441,590-86-3,呼吸、心跳停止，立即进行心肺复苏术
5442,590-86-3,就医
5443,590-92-1,迅速脱离现场至空气新鲜处
5444,590-92-1,保持呼吸道通畅
5445,590-92-1,如呼吸困难，给输氧
5446,590-92-1,如呼吸停止，立即进行人工呼吸
5447,590-92-1,就医
5448,591-17-3,迅速脱离现场至空气新鲜处
5449,591-17-3,保持呼吸道通畅
5450,591-17-3,如呼吸困难，给输氧
5451,591-17-3,如呼吸停止，立即进行人工呼吸
5452,591-17-3,就医
5453,591-19-5,脱离现场至空气新鲜处；呼吸困难时给输氧；呼吸停止时，立即进行人工呼吸；就医
5454,591-20-8,迅速脱离现场至空气新鲜处
5455,591-20-8,保持呼吸道通畅
5456,591-20-8,如呼吸困难，给输氧
5457,591-20-8,如呼吸停止，立即进行人工呼吸
5458,591-20-8,就医
5459,591-22-0,迅速脱离现场至空气新鲜处
5460,591-22-0,保持呼吸道通畅
5461,591-22-0,如呼吸困难，给输氧
5462,591-22-0,呼吸、心跳停止，立即进行心肺复苏术
5463,591-22-0,就医
5464,591-27-5,迅速脱离现场至空气新鲜处
5465,591-27-5,保持呼吸道通畅
5466,591-27-5,如呼吸困难，给输氧
5467,591-27-5,呼吸、心跳停止，立即进行心肺复苏术
5468,591-27-5,就医
5469,591-47-9,迅速脱离现场至空气新鲜处
5470,591-47-9,保持呼吸道通畅
5471,591-47-9,如呼吸困难，给输氧
5472,591-47-9,如呼吸停止，立即进行人工呼吸
5473,591-47-9,就医
5474,591-76-4,迅速脱离现场至空气新鲜处
5475,591-76-4,保持呼吸道通畅
5476,591-76-4,如呼吸困难，给输氧
5477,591-76-4,呼吸、心跳停止，立即进行心肺复苏术
5478,591-76-4,就医
5479,591-78-6,迅速脱离现场至空气新鲜处
5480,591-78-6,保持呼吸道通畅
5481,591-78-6,如呼吸困难，给输氧
5482,591-78-6,如呼吸停止，立即进行人工呼吸
5483,591-78-6,就医
5484,591-87-7,迅速脱离现场至空气新鲜处
5485,591-87-7,保持呼吸道通畅
5486,591-87-7,如呼吸困难，给输氧
5487,591-87-7,如呼吸停止，立即进行人工呼吸
5488,591-87-7,就医
5489,591-89-9,迅速脱离现场至空气新鲜处
5490,591-89-9,保持呼吸道通畅
5491,591-89-9,如呼吸困难，给输氧
5492,591-89-9,如呼吸停止，立即进行人工呼吸
5493,591-89-9,就医
5494,591-93-5,迅速脱离现场至空气新鲜处
5495,591-93-5,保持呼吸道通畅
5496,591-93-5,如呼吸困难，给输氧
5497,591-93-5,呼吸、心跳停止，立即进行心肺复苏术
5498,591-93-5,就医
5499,591-97-9,迅速脱离现场至空气新鲜处
5500,591-97-9,保持呼吸道通畅
5501,591-97-9,如呼吸困难，给输氧
5502,591-97-9,如呼吸停止，立即进行人工呼吸
5503,591-97-9,就医
5504,592-01-8,迅速脱离现场至空气新鲜处
5505,592-01-8,保持呼吸道通畅
5506,592-01-8,如呼吸困难，给输氧
5507,592-01-8,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
5508,592-01-8,就医
5509,592-04-1,迅速脱离现场至空气新鲜处
5510,592-04-1,保持呼吸道通畅
5511,592-04-1,如呼吸困难，给输氧
5512,592-04-1,呼吸、心跳停止，立即进行人工呼吸(勿用口对口)和胸外心脏按压术
5513,592-04-1,就医
5514,592-05-2,迅速脱离现场至空气新鲜处
5515,592-05-2,保持呼吸道通畅
5516,592-05-2,如呼吸困难，给输氧
5517,592-05-2,如呼吸停止，立即进行人工呼吸
5518,592-05-2,就医
5519,592-27-8,迅速脱离现场至空气新鲜处
5520,592-27-8,保持呼吸道通畅
5521,592-27-8,如呼吸困难，给输氧
5522,592-27-8,如呼吸停止，立即进行人工呼吸
5523,592-27-8,就医
5524,592-34-7,迅速脱离现场至空气新鲜处
5525,592-34-7,保持呼吸道通畅
5526,592-34-7,如呼吸困难，给输氧
5527,592-34-7,呼吸、心跳停止，立即进行心肺复苏术
5528,592-34-7,就医
5529,592-41-6,迅速脱离现场至空气新鲜处
5530,592-41-6,保持呼吸道通畅
5531,592-41-6,如呼吸困难，给输氧
5532,592-41-6,呼吸、心跳停止，立即进行心肺复苏术
5533,592-41-6,就医
5534,592-42-7,迅速脱离现场至空气新鲜处
5535,592-42-7,保持呼吸道通畅
5536,592-42-7,如呼吸困难，给输氧
5537,592-42-7,呼吸、心跳停止，立即进行心肺复苏术
5538,592-42-7,就医
5539,592-43-8,脱离现场至空气新鲜处
5540,592-43-8,如呼吸困难，给输氧
5541,592-43-8,就医
5542,592-45-0,迅速脱离现场至空气新鲜处
5543,592-45-0,保持呼吸道通畅
5544,592-45-0,如呼吸困难，给输氧
5545,592-45-0,呼吸、心跳停止，立即进行心肺复苏术
5546,592-45-0,就医
5547,592-46-1,迅速脱离现场至空气新鲜处
5548,592-46-1,保持呼吸道通畅
5549,592-46-1,如呼吸困难，给输氧
5550,592-46-1,如呼吸停止，立即进行人工呼吸
5551,592-46-1,就医
5552,592-48-3,迅速脱离现场至空气新鲜处
5553,592-48-3,保持呼吸道通畅
5554,592-48-3,如呼吸困难，给输氧
5555,592-48-3,如呼吸停止，立即进行人工呼吸
5556,592-48-3,就医
5557,592-55-2,脱离现场至空气新鲜处
5558,592-55-2,如呼吸困难，给输氧
5559,592-55-2,就医
5560,592-57-4,迅速脱离现场至空气新鲜处
5561,592-57-4,保持呼吸道通畅
5562,592-57-4,如呼吸困难，给输氧
5563,592-57-4,呼吸、心跳停止，立即进行心肺复苏术
5564,592-57-4,就医
5565,592-76-7,迅速脱离现场至空气新鲜处
5566,592-76-7,保持呼吸道通畅
5567,592-76-7,如呼吸困难，给输氧
5568,592-76-7,呼吸、心跳停止，立即进行心肺复苏术
5569,592-76-7,就医
5570,592-77-8,迅速脱离现场至空气新鲜处
5571,592-77-8,保持呼吸道通畅
5572,592-77-8,如呼吸困难，给输氧
5573,592-77-8,呼吸、心跳停止，立即进行心肺复苏术
5574,592-77-8,就医
5575,592-78-9,迅速脱离现场至空气新鲜处
5576,592-78-9,保持呼吸道通畅
5577,592-78-9,如呼吸困难，给输氧
5578,592-78-9,呼吸、心跳停止，立即进行心肺复苏术
5579,592-78-9,就医
5580,592-84-7,迅速脱离现场至空气新鲜处
5581,592-84-7,保持呼吸道通畅
5582,592-84-7,如呼吸困难，给输氧
5583,592-84-7,呼吸、心跳停止，立即进行心肺复苏术
5584,592-84-7,就医
5585,592-85-8,迅速脱离现场至空气新鲜处
5586,592-85-8,保持呼吸道通畅
5587,592-85-8,如呼吸困难，给输氧
5588,592-85-8,如呼吸停止，立即进行人工呼吸
5589,592-85-8,就医
5590,592-88-1,迅速脱离现场至空气新鲜处
5591,592-88-1,保持呼吸道通畅
5592,592-88-1,如呼吸困难，给输氧
5593,592-88-1,如呼吸停止，立即进行人工呼吸
5594,592-88-1,就医
5595,593-53-3,迅速脱离现场至空气新鲜处
5596,593-53-3,保持呼吸道通畅
5597,593-53-3,如呼吸困难，给输氧
5598,593-53-3,呼吸、心跳停止，立即进行心肺复苏术
5599,593-53-3,就医
5600,593-60-2,迅速脱离现场至空气新鲜处
5601,593-60-2,保持呼吸道通畅
5602,593-60-2,如呼吸困难，给输氧
5603,593-60-2,呼吸、心跳停止，立即进行心肺复苏术
5604,593-60-2,就医
5605,593-90-8,脱离现场至空气新鲜处
5606,593-90-8,如呼吸困难，给输氧
5607,593-90-8,就医
5608,594-36-5,迅速脱离现场至空气新鲜处
5609,594-36-5,保持呼吸道通畅
5610,594-36-5,如呼吸困难，给输氧
5611,594-36-5,如呼吸停止，立即进行人工呼吸
5612,594-36-5,就医
5613,594-42-3,迅速脱离现场至空气新鲜处
5614,594-42-3,保持呼吸道通畅
5615,594-42-3,如呼吸困难，给输氧
5616,594-42-3,如呼吸停止，立即进行人工呼吸
5617,594-42-3,就医
5618,594-68-3,脱离现场至空气新鲜处
5619,594-68-3,如呼吸困难，给输氧
5620,594-68-3,就医
5621,594-72-9,迅速脱离现场至空气新鲜处
5622,594-72-9,保持呼吸道通畅
5623,594-72-9,如呼吸困难，给输氧
5624,594-72-9,如呼吸停止，立即进行人工呼吸
5625,594-72-9,就医
5626,595-90-4,迅速脱离现场至空气新鲜处
5627,595-90-4,保持呼吸道通畅
5628,595-90-4,如呼吸困难，给输氧
5629,595-90-4,如呼吸停止，立即进行人工呼吸
5630,595-90-4,就医
5631,597-64-8,脱离现场至空气新鲜处；就医
5632,598-14-1,迅速脱离现场至空气新鲜处
5633,598-14-1,保持呼吸道通畅
5634,598-14-1,如呼吸困难，给输氧
5635,598-14-1,如呼吸停止，立即进行人工呼吸
5636,598-14-1,就医
5637,598-16-3,迅速脱离现场至空气新鲜处
5638,598-16-3,保持呼吸道通畅
5639,598-16-3,如呼吸困难，给输氧
5640,598-16-3,呼吸、心跳停止，立即进行心肺复苏术
5641,598-16-3,就医
5642,598-22-1,迅速脱离现场至空气新鲜处
5643,598-22-1,保持呼吸道通畅
5644,598-22-1,如呼吸困难，给输氧
5645,598-22-1,如呼吸停止，立即进行人工呼吸
5646,598-22-1,就医
5647,598-31-2,迅速脱离现场至空气新鲜处
5648,598-31-2,保持呼吸道通畅
5649,598-31-2,如呼吸困难，给输氧
5650,598-31-2,呼吸、心跳停止，立即进行心肺复苏术
5651,598-31-2,就医
5652,598-72-1,迅速脱离现场至空气新鲜处
5653,598-72-1,保持呼吸道通畅
5654,598-72-1,如呼吸困难，给输氧
5655,598-72-1,呼吸、心跳停止，立即进行心肺复苏术
5656,598-72-1,就医
5657,598-73-2,迅速脱离现场至空气新鲜处
5658,598-73-2,保持呼吸道通畅
5659,598-73-2,如呼吸困难，给输氧
5660,598-73-2,如呼吸停止，立即进行人工呼吸
5661,598-73-2,就医
5662,598-75-4,迅速脱离现场至空气新鲜处
5663,598-75-4,保持呼吸道通畅
5664,598-75-4,如呼吸困难，给输氧
5665,598-75-4,如呼吸停止，立即进行人工呼吸
5666,598-75-4,就医
5667,598-78-7,迅速脱离现场至空气新鲜处
5668,598-78-7,保持呼吸道通畅
5669,598-78-7,如呼吸困难，给输氧
5670,598-78-7,呼吸、心跳停止，立即进行心肺复苏术
5671,598-78-7,就医
5672,598-98-1,脱离现场至空气新鲜处
5673,598-98-1,如呼吸困难，给输氧
5674,598-98-1,就医
5675,598-99-2,迅速脱离现场至空气新鲜处
5676,598-99-2,保持呼吸道通畅
5677,598-99-2,如呼吸困难，给输氧
5678,598-99-2,如呼吸停止，立即进行人工呼吸
5679,598-99-2,就医
5680,60-24-2,迅速脱离现场至空气新鲜处
5681,60-24-2,保持呼吸道通畅
5682,60-24-2,如呼吸困难，给输氧
5683,60-24-2,如呼吸停止，立即进行人工呼吸
5684,60-24-2,就医
5685,60-29-7,迅速脱离现场至空气新鲜处
5686,60-29-7,保持呼吸道通畅
5687,60-29-7,如呼吸困难，给输氧
5688,60-29-7,呼吸、心跳停止，立即进行心肺复苏术
5689,60-29-7,就医
5690,60-34-4,迅速脱离现场至空气新鲜处
5691,60-34-4,保持呼吸道通畅
5692,60-34-4,如呼吸困难，给输氧
5693,60-34-4,呼吸、心跳停止，立即进行心肺复苏术
5694,60-34-4,就医
5695,60-57-1,迅速脱离现场至空气新鲜处
5696,60-57-1,保持呼吸道通畅
5697,60-57-1,如呼吸困难，给输氧
5698,60-57-1,呼吸、心跳停止，立即进行心肺复苏术
5699,60-57-1,就医
5700,600-00-0,迅速脱离现场至空气新鲜处
5701,600-00-0,保持呼吸道通畅
5702,600-00-0,如呼吸困难，给输氧
5703,600-00-0,如呼吸停止，立即进行人工呼吸
5704,600-00-0,就医
