,CAS,应急行动
7546,371-40-4,大量泄漏：构筑围堤或挖坑收容
7547,371-40-4,用泵转移至槽车或专用收集器内
7548,3710-30-3,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7549,3710-30-3,切断火源
7550,3710-30-3,建议应急处理人员戴自给式呼吸器，穿防静电工作服
7551,3710-30-3,不要直接接触泄漏物
7552,3710-30-3,尽可能切断泄漏源
7553,3710-30-3,防止流入下水道、排洪沟等限制性空间
7554,3710-30-3,小量泄漏：用活性炭或其它惰性材料吸收
7555,3710-30-3,大量泄漏：构筑围堤或挖坑收容
7556,3710-30-3,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7557,372-09-8,隔离泄漏污染区，限制出入
7558,372-09-8,消除所有点火源
7559,372-09-8,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
7560,372-09-8,穿上适当的防护服前严禁接触破裂的容器和泄漏物
7561,372-09-8,尽可能切断泄漏源
7562,372-09-8,用塑料布覆盖泄漏物，减少飞散
7563,372-09-8,勿使水进入包装容器内
7564,372-09-8,用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
7565,372-18-9,消除所有点火源
7566,372-18-9,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7567,372-18-9,建议应急处理人员戴正压自给式呼吸器，穿防静电服
7568,372-18-9,作业时使用的所有设备应接地
7569,372-18-9,禁止接触或跨越泄漏物
7570,372-18-9,尽可能切断泄漏源
7571,372-18-9,防止泄漏物进入水体、下水道、地下室或限制性空间
7572,372-18-9,小量泄漏：用砂土或其他不燃材料吸收
7573,372-18-9,使用洁净的无火花工具收集吸收材料
7574,372-18-9,大量泄漏：构筑围堤或挖坑收容
7575,372-18-9,用泡沫覆盖，减少蒸发
7576,372-18-9,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
7577,372-18-9,用防爆泵转移至槽车或专用收集器内
7578,372-19-0,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7579,372-19-0,切断火源
7580,372-19-0,建议应急处理人员戴自给式呼吸器，穿防毒服
7581,372-19-0,不要直接接触泄漏物
7582,372-19-0,尽可能切断泄漏源
7583,372-19-0,防止流入下水道、排洪沟等限制性空间
7584,372-19-0,小量泄漏：均匀喷洒稀盐酸中和
7585,372-19-0,大量泄漏：构筑围堤或挖坑收容
7586,372-19-0,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7587,375-22-4,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7588,375-22-4,建议应急处理人员戴自给式呼吸器，穿防腐防毒服
7589,375-22-4,不要直接接触泄漏物
7590,375-22-4,尽可能切断泄漏源
7591,375-22-4,防止流入下水道、排洪沟等限制性空间
7592,375-22-4,小量泄漏：用砂土吸收
7593,375-22-4,大量泄漏：构筑围堤或挖坑收容
7594,375-22-4,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7595,3811-04-9,隔离泄漏污染区，限制出入
7596,3811-04-9,建议应急处理人员戴防尘口罩，穿防毒服，戴橡胶手套
7597,3811-04-9,勿使泄漏物与可燃物质(如木材、纸、油等)接触
7598,3811-04-9,穿上适当的防护服前严禁接触破裂的容器和泄漏物
7599,3811-04-9,尽可能切断泄漏源
7600,3811-04-9,勿使水进入包装容器内
7601,3811-04-9,小量泄漏：用洁净的铲子收集泄漏物，置于干净、干燥、盖子较松的容器中，将容器移离泄漏区
7602,3811-04-9,大量泄漏：泄漏物回收后，用水冲洗泄漏区
7603,382-21-8,迅速撤离泄漏污染区人员至上风处，并进行隔离，严格限制出入
7604,382-21-8,建议应急处理人员戴自给正压式呼吸器，穿防毒服
7605,382-21-8,尽可能切断泄漏源
7606,382-21-8,合理通风，加速扩散
7607,382-21-8,如有可能，将漏气的容器移至空旷处，注意通风
7608,382-21-8,漏气容器要妥善处理，修复、检验后再用
7609,383-63-1,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7610,383-63-1,切断火源
7611,383-63-1,建议应急处理人员戴自给式呼吸器，穿全棉防毒服
7612,383-63-1,不要直接接触泄漏物
7613,383-63-1,尽可能切断泄漏源
7614,383-63-1,防止流入下水道、排洪沟等限制性空间
7615,383-63-1,小量泄漏：用砂土、干燥石灰或苏打灰混合
7616,383-63-1,大量泄漏：构筑围堤或挖坑收容
7617,383-63-1,用泡沫覆盖，降低蒸气灾害
7618,383-63-1,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7619,3851-87-4,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7620,3851-87-4,切断火源
7621,3851-87-4,建议应急处理人员戴自给正压式呼吸器，穿防毒服
7622,3851-87-4,尽可能切断泄漏源
7623,3851-87-4,防止流入下水道、排洪沟等限制性空间
7624,3851-87-4,小量泄漏：用砂土或其它不燃材料吸附或吸收
7625,3851-87-4,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
7626,3851-87-4,大量泄漏：构筑围堤或挖坑收容
7627,3851-87-4,用泡沫覆盖，降低蒸气灾害
7628,3851-87-4,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7629,3926-62-3,隔离泄漏污染区，限制出入
7630,3926-62-3,切断火源
7631,3926-62-3,建议应急处理人员戴防尘面具（全面罩），穿防毒服
7632,3926-62-3,避免扬尘，小心扫起，置于袋中转移至安全场所
7633,3926-62-3,若大量泄漏，用塑料布、帆布覆盖
7634,3926-62-3,收集回收或运至废物处理场所处置
7635,3982-91-0,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7636,3982-91-0,建议应急处理人员戴正压自给式呼吸器，穿防腐蚀、防毒服，戴橡胶耐酸碱手套
7637,3982-91-0,作业时使用的所有设备应接地
7638,3982-91-0,穿上适当的防护服前严禁接触破裂的容器和泄漏物
7639,3982-91-0,勿使水进入包装容器内
7640,3982-91-0,尽可能切断泄漏源
7641,3982-91-0,防止泄漏物进入水体、下水道、地下室或限制性空间
7642,3982-91-0,小量泄漏：用干燥的砂土或其他不燃材料覆盖泄漏物
7643,3982-91-0,大量泄漏：构筑围堤或挖坑收容
7644,3982-91-0,用碎石灰石(CaCO3)、苏打灰(Na2CO3)或石灰(CaO)中和
7645,3982-91-0,用耐腐蚀泵转移至槽车或专用收集器内
7646,407-25-0,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7647,407-25-0,建议应急处理人员戴正压自给式呼吸器，穿防腐蚀、防毒服，戴橡胶耐酸碱手套
7648,407-25-0,作业时使用的所有设备应接地
7649,407-25-0,穿上适当的防护服前严禁接触破裂的容器和泄漏物
7650,407-25-0,勿进入包装容器内
7651,407-25-0,尽可能切断泄漏源
7652,407-25-0,小量泄漏：用干燥的砂土或其他不燃材料覆盖泄漏物
7653,407-25-0,大量泄漏：构筑围堤或挖坑收容
7654,407-25-0,撒湿冰或冰水冷却
7655,4098-71-9,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7656,4098-71-9,切断火源
7657,4098-71-9,建议应急处理人员戴自给式呼吸器，穿一般作业工作服
7658,4098-71-9,不要直接接触泄漏物
7659,4098-71-9,尽可能切断泄漏源
7660,4098-71-9,防止流入下水道、排洪沟等限制性空间
7661,4098-71-9,小量泄漏：用砂土、干燥石灰或苏打灰混合
7662,4098-71-9,大量泄漏：构筑围堤或挖坑收容
7663,4098-71-9,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7664,41083-11-8,隔离泄漏污染区，限制出入
7665,41083-11-8,切断火源
7666,41083-11-8,建议应急处理人员戴防尘口罩，穿防毒服
7667,41083-11-8,不要直接接触泄漏物
7668,41083-11-8,小量泄漏：避免扬尘，小心扫起，置于袋中转移至安全场所
7669,41083-11-8,大量泄漏：收集回收或运至废物处理场所处置
7670,4109-96-0,消除所有点火源
7671,4109-96-0,根据气体的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7672,4109-96-0,建议应急处理人员穿内置正压自给式呼吸器的全封闭防化服
7673,4109-96-0,如果是液化气体泄漏，还应注意防冻伤
7674,4109-96-0,作业时使用的所有设备应接地
7675,4109-96-0,禁止接触或跨越泄漏物
7676,4109-96-0,尽可能切断泄漏源
7677,4109-96-0,使用抗溶性泡沫抑制蒸气
7678,4109-96-0,若可能翻转容器，使之逸出气体而非液体
7679,4109-96-0,防止气体通过下水道、通风系统和限制性空间扩散
7680,4109-96-0,隔离泄漏区直至气体散尽
7681,4170-30-3,消除所有点火源
7682,4170-30-3,根据液体流动和蒸气扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7683,4170-30-3,建议应急处理人员戴正压自给式呼吸器，穿防毒、防静电服，戴橡胶手套
7684,4170-30-3,作业时使用的所有设备应接地
7685,4170-30-3,禁止接触或跨越泄漏物
7686,4170-30-3,尽可能切断泄漏源
7687,4170-30-3,防止泄漏物进入水体、下水道、地下室或限制性空间
7688,4170-30-3,小量泄漏：用砂土或其他不燃材料吸收
7689,4170-30-3,使用洁净的无火花工具收集吸收材料
7690,4170-30-3,大量泄漏：构筑围堤或挖坑收容
7691,4170-30-3,用砂土、惰性物质或蛭石吸收大量液体
7692,4170-30-3,用抗溶性泡沫覆盖，减少蒸发
7693,4170-30-3,喷水雾能减少蒸发，但不能降低泄漏物在限制性空间内的易燃性
7694,4170-30-3,用防爆泵转移至槽车或专用收集器内
7695,4170-30-3,喷雾状水驱散蒸气、稀释液体泄漏物
7696,420-46-2,消除所有点火源
7697,420-46-2,根据气体扩散的影响区域划定警戒区，无关人员从侧风、上风向撤离至安全区
7698,420-46-2,建议应急处理人员戴正压自给式呼吸器，穿防静电服
7699,420-46-2,作业时使用的所有设备应接地
7700,420-46-2,禁止接触或跨越泄漏物
7701,420-46-2,尽可能切断泄漏源
7702,420-46-2,喷雾状水抑制蒸气或改变蒸气云流向，避免水流接触泄漏物
7703,420-46-2,禁止用水直接冲击泄漏物或泄漏源
7704,420-46-2,防止气体通过下水道、通风系统和限制性空间扩散
7705,420-46-2,隔离泄漏区直至气体散尽
7706,421-50-1,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7707,421-50-1,切断火源
7708,421-50-1,建议应急处理人员戴自给式呼吸器，穿防静电工作服
7709,421-50-1,从上风处进入现场
7710,421-50-1,不要直接接触泄漏物
7711,421-50-1,尽可能切断泄漏源
7712,421-50-1,防止流入下水道、排洪沟等限制性空间
7713,421-50-1,小量泄漏：用砂土、干燥石灰或苏打灰混合
7714,421-50-1,大量泄漏：构筑围堤或挖坑收容
7715,421-50-1,用泡沫覆盖，降低蒸气灾害
7716,421-50-1,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7717,431-03-8,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7718,431-03-8,切断火源
7719,431-03-8,建议应急处理人员戴自给正压式呼吸器，穿防静电工作服
7720,431-03-8,尽可能切断泄漏源
7721,431-03-8,防止流入下水道、排洪沟等限制性空间
7722,431-03-8,小量泄漏：用活性炭或其它惰性材料吸收
7723,431-03-8,也可以用大量水冲洗，洗水稀释后放入废水系统
7724,431-03-8,大量泄漏：构筑围堤或挖坑收容
7725,431-03-8,用泡沫覆盖，降低蒸气灾害
7726,431-03-8,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7727,4316-42-1,"Do not touch damaged containers or spilled material unless wearing appropriate protective clothing. Stop leak if you can do it without risk. Cover with plastic sheet to prevent spreading. Absorb or cover with dry earth, sand or other non-combustible material and transfer to containers. DO NOT GET WATER INSIDE CONTAINERS."
7728,4351-54-6,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7729,4351-54-6,切断火源
7730,4351-54-6,建议应急处理人员戴自给正压式呼吸器，穿防毒服
7731,4351-54-6,尽可能切断泄漏源
7732,4351-54-6,防止流入下水道、排洪沟等限制性空间
7733,4351-54-6,小量泄漏：用砂土或其它不燃材料吸附或吸收
7734,4351-54-6,也可以用不燃性分散剂制成的乳液刷洗，洗液稀释后放入废水系统
7735,4351-54-6,大量泄漏：构筑围堤或挖坑收容
7736,4351-54-6,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7737,4435-53-4,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7738,4435-53-4,切断火源
7739,4435-53-4,建议应急处理人员戴自给正压式呼吸器，穿防毒服
7740,4435-53-4,尽可能切断泄漏源
7741,4435-53-4,防止流入下水道、排洪沟等限制性空间
7742,4435-53-4,小量泄漏：用砂土或其它不燃材料吸附或吸收
7743,4435-53-4,也可以用大量水冲洗，洗水稀释后放入废水系统
7744,4435-53-4,大量泄漏：构筑围堤或挖坑收容
7745,4435-53-4,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7746,4484-72-4,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7747,4484-72-4,切断火源
7748,4484-72-4,建议应急处理人员戴自给式呼吸器，穿防腐防毒服
7749,4484-72-4,不要直接接触泄漏物
7750,4484-72-4,尽可能切断泄漏源
7751,4484-72-4,防止流入下水道、排洪沟等限制性空间
7752,4484-72-4,小量泄漏：用砂土、蛭石或其它惰性材料吸收
7753,4484-72-4,大量泄漏：构筑围堤或挖坑收容
7754,4484-72-4,用泵转移至槽车或专用收集器内，回收或运至废物处理场所处置
7755,459-72-3,迅速撤离泄漏污染区人员至安全区，并进行隔离，严格限制出入
7756,459-72-3,切断火源
7757,459-72-3,建议应急处理人员戴自给式呼吸器，穿全棉防毒服
7758,459-72-3,不要直接接触泄漏物
7759,459-72-3,尽可能切断泄漏源
7760,459-72-3,防止流入下水道、排洪沟等限制性空间
